name,platform,metascore,userscore,developer,genre
SpellForce III Reforced,"

                                                        Xbox Series X
                                                    
",77,"
tbd
","
Grimlore Games ",StrategyReal-TimeTactics
The Centennial Case: A Shijima Story,"

                                                        Switch
                                                    
",77,"
tbd
","
h.a.n.d. Inc. ",AdventureGeneral
Pocky & Rocky Reshrined,"

                                                        PlayStation 4
                                                    
",77,"
tbd
","
NATSUME ATARI Inc. ",ActionShooterShoot-'Em-UpTop-Down
Relayer,"

                                                        PlayStation 5
                                                    
",77,"
tbd
","
Kadokawa ",Role-PlayingStrategyTurn-BasedGeneralTactics
Kaiju Wars,"

                                                        PC
                                                    
",76,"
tbd
","
Foolish Mortals Games ",StrategyTurn-BasedTactics
Story of Seasons: Pioneers of Olive Town,"

                                                        PlayStation 4
                                                    
",76,"
tbd
","
Three Rings ",StrategyManagementBusiness / Tycoon
"Trolley Problem, Inc.","

                                                        PC
                                                    
",76,"
tbd
","
Yogscast ",SimulationGeneral
Cursed to Golf,"

                                                        Switch
                                                    
",76,"
tbd
","
Chuhai Labs ",SportsIndividualGolfArcade
RPG Time: The Legend of Wright,"

                                                        Switch
                                                    
",76,"
tbd
","
Aniplex Inc., Deskworks ",Role-PlayingGeneral
Hindsight,"

                                                        PC
                                                    
",76,"
tbd
","
Joel Mcdonald ",AdventureGeneral
Mario Kart 8 Deluxe: Booster Course Pass - Wave 2,"

                                                        Switch
                                                    
",75,"
tbd
","
Nintendo ",RacingArcadeAutomobile
Cloud Gardens,"

                                                        Switch
                                                    
",75,"
tbd
","
Noio ",PuzzleGeneral
Foretales,"

                                                        PC
                                                    
",75,"
tbd
","
Alkemi Games ",StrategyTurn-BasedCard Battle
Cursed to Golf,"

                                                        PlayStation 5
                                                    
",75,"
tbd
","
Chuhai Labs ",SportsIndividualGolfArcade
The Sims 4: High School Years,"

                                                        PC
                                                    
",74,"
tbd
","
Maxis ",SimulationVirtualVirtual Life
Loopmancer,"

                                                        PC
                                                    
",74,"
tbd
","
eBrain Studio ",ActionGeneralPlatformer2D
No Place for Bravery,"

                                                        Switch
                                                    
",74,"
tbd
","
Glitch, Glitch Factory ",Action AdventureGeneral
Pac-Man Museum+,"

                                                        Switch
                                                    
",74,"
tbd
","
Bandai Namco Games ",MiscellaneousCompilation
Frogun,"

                                                        Switch
                                                    
",74,"
tbd
","
Molegato ",ActionPlatformer3D
Zombie Rollerz: Pinball Heroes,"

                                                        Switch
                                                    
",74,"
tbd
","
Firefly Games Inc. ",ActionPinball
Rune Factory 5,"

                                                        PC
                                                    
",74,"
tbd
","
HAKAMA ",Role-PlayingAction RPG
Submerged: Hidden Depths,"

                                                        Xbox Series X
                                                    
",74,"
tbd
","
Uppercut Games Pty Ltd ",Adventure3DThird-Person
Prinny Presents NIS Classics Vol. 2,"

                                                        Switch
                                                    
",74,"
tbd
","
Nippon Ichi Software ",MiscellaneousCompilation
Slipstream,"

                                                        PlayStation 4
                                                    
",74,"
tbd
","
ansdor ",RacingArcadeAutomobile
South of the Circle,"

                                                        PlayStation 5
                                                    
",73,"
tbd
","
State of Play Games ",AdventureGeneral
Dark Deity,"

                                                        Switch
                                                    
",73,"
tbd
","
Sword & Axe LLC ",Role-PlayingJapanese-Style
Headland,"

                                                        Switch
                                                    
",73,"
tbd
","
Northplay ApS ",Action AdventureGeneral
The Serpent Rogue,"

                                                        PC
                                                    
",72,"
tbd
","
Sengi Games ",Action AdventureGeneral
Submerged: Hidden Depths,"

                                                        PlayStation 5
                                                    
",72,"
tbd
","
Uppercut Games Pty Ltd ",Adventure3DThird-Person
Ground Divers!,"

                                                        Switch
                                                    
",72,"
tbd
","
Arc System Works ",PuzzleAction
Brigandine: The Legend of Runersia,"

                                                        PC
                                                    
",72,"
tbd
","
Matrix Software ",StrategyTurn-BasedTactics
Potion Permit,"

                                                        Switch
                                                    
",72,"
tbd
","
MassHive Media ",Role-PlayingGeneralJapanese-Style
LOUD,"

                                                        Switch
                                                    
",72,"
tbd
","
QubicGames, Hyperstrange ",ActionRhythmMusic
Metal Max Xeno Reborn,"

                                                        PlayStation 4
                                                    
",72,"
tbd
","
Kadokawa ",Role-PlayingGeneral
Wonder Boy Collection,"

                                                        PlayStation 4
                                                    
",71,"
tbd
","
Bliss Brain ",MiscellaneousCompilation
A Memoir Blue,"

                                                        PlayStation 5
                                                    
",71,"
tbd
","
Cloisters ",AdventureGeneral3DThird-Person
Moonscars,"

                                                        PlayStation 5
                                                    
",71,"
tbd
","
Black Mermaid ",ActionPlatformerMetroidvania
Pac-Man World: Re-PAC,"

                                                        Xbox Series X
                                                    
",71,"
tbd
","
Bandai Namco Games ",ActionPlatformer3D
SILT,"

                                                        Xbox Series X
                                                    
",71,"
tbd
","
Spiral Circus ",Action AdventureGeneralOpen-World
B.I.O.T.A.,"

                                                        PC
                                                    
",71,"
tbd
","
Small Bros ",ActionPlatformer2DMetroidvania
Prinny Presents NIS Classics Volume 3 La Pucelle: Ragnarok / Rhapsody: A Musical Adventure,"

                                                        Switch
                                                    
",71,"
tbd
","
Nippon Ichi Software ",MiscellaneousCompilation
Circus Electrique,"

                                                        PC
                                                    
",71,"
tbd
","
Zen Studios ",StrategyTurn-BasedGeneralTactics
Tennis Manager 2022,"

                                                        PC
                                                    
",71,"
tbd
","
Rebound Capital Games ",SportsIndividualTennis
Yurukill: The Calumniation Games,"

                                                        PlayStation 5
                                                    
",70,"
tbd
","
G.Rev ",ActionShooterShoot-'Em-UpVertical
Mothmen 1966,"

                                                        PC
                                                    
",69,"
tbd
","
LCB Game Studio ",AdventureVisual Novel
Imp of the Sun,"

                                                        Switch
                                                    
",69,"
tbd
","
Sunwolf  Entertainment ",ActionPlatformer2DMetroidvania
South of the Circle,"

                                                        Switch
                                                    
",69,"
tbd
","
State of Play Games ",AdventureGeneral
Gamedec,"

                                                        Switch
                                                    
",69,"
tbd
","
Anshar Studios ",Role-PlayingGeneralWestern-Style
Biomutant,"

                                                        PlayStation 5
                                                    
",69,"
tbd
","
Experiment 101 ",Role-PlayingAction RPG
Cat Cafe Manager,"

                                                        Switch
                                                    
",69,"
tbd
","
Roost Games ",StrategyManagementBusiness / Tycoon
Eternal Hope,"

                                                        Xbox One
                                                    
",69,"
tbd
","
Doublehit Games ",ActionPlatformer2D
Ganryu 2: Hakuma Kojiro,"

                                                        PlayStation 4
                                                    
",69,"
tbd
","
Storybird ",ActionPlatformer2D
Big Bang Pro Wrestling,"

                                                        Switch
                                                    
",69,"
tbd
","
SNK ",SportsIndividualCombatWrestling
RPGolf Legends,"

                                                        Switch
                                                    
",68,"
tbd
","
ArcticNet ",Role-PlayingGeneral
Phantom Breaker: Omnia,"

                                                        PlayStation 4
                                                    
",68,"
tbd
","
Rocket Panda Games, GameLoop ",ActionFighting2D
Disgaea 6 Complete,"

                                                        PlayStation 5
                                                    
",68,"
tbd
","
Nippon Ichi Software ",StrategyTurn-BasedTactics
Reverie Knights Tactics,"

                                                        PlayStation 4
                                                    
",68,"
tbd
","
40 Giants Entertainment ",StrategyTurn-BasedTactics
The Company Man,"

                                                        Switch
                                                    
",68,"
tbd
","
Forust ",ActionPlatformer2D
Baldur's Gate: Dark Alliance II,"

                                                        Switch
                                                    
",67,"
tbd
","
Black Isle Studios ",Role-PlayingAction RPG
Soundfall,"

                                                        PlayStation 5
                                                    
",67,"
tbd
","
Drastic Games ",ActionAction AdventureGeneralShooterShoot-'Em-UpTop-Down
Frozenheim,"

                                                        PC
                                                    
",67,"
tbd
","
Paranoid Interactive ",StrategyReal-TimeGeneral
Wonder Boy Collection,"

                                                        Switch
                                                    
",67,"
tbd
","
Bliss Brain ",MiscellaneousCompilation
Death end re;Quest 2,"

                                                        Switch
                                                    
",67,"
tbd
","
Compile Heart ",Role-PlayingJapanese-Style
Maglam Lord,"

                                                        Switch
                                                    
",67,"
tbd
","
Felistella ",Role-PlayingAction RPG
Redout 2,"

                                                        PlayStation 5
                                                    
",66,"
tbd
","
34BigThings ",RacingArcadeFuturistic
Gal*Gun: Double Peace,"

                                                        Switch
                                                    
",66,"
tbd
","
Inti Creates ",ActionShooterLight Gun
Soundfall,"

                                                        PC
                                                    
",66,"
tbd
","
Drastic Games ",ActionAction AdventureGeneralShooterShoot-'Em-UpTop-Down
Not Tonight 2,"

                                                        PC
                                                    
",65,"
tbd
","
Panic Barn Ltd ",SimulationVirtualCareer
BioMotor Unitron,"

                                                        Switch
                                                    
",65,"
tbd
","
SNK Corporation ",Role-PlayingStrategyGeneral
Little Orpheus,"

                                                        Switch
                                                    
",65,"
tbd
","
Secret Mode ",ActionPlatformer2D
Kapital: Sparks of Revolution,"

                                                        PC
                                                    
",65,"
tbd
","
Lapovich ",Real-TimeGeneralStrategyManagementGovernment
EGGLIA Rebirth,"

                                                        Switch
                                                    
",65,"
tbd
","
Brownies ",Role-PlayingJapanese-Style
INDUSTRIA,"

                                                        Xbox Series X
                                                    
",65,"
tbd
","
Bleakmill ",ActionShooterFirst-PersonArcade
Cat Cafe Manager,"

                                                        PC
                                                    
",64,"
tbd
","
Roost Games ",StrategyManagementBusiness / Tycoon
Gibbon: Beyond the Trees,"

                                                        Switch
                                                    
",63,"
tbd
","
Broken Rules ",ActionPlatformer2D
The Ramp,"

                                                        Switch
                                                    
",63,"
tbd
","
Hyperparadise ",SportsIndividualSkate / Skateboard
No Place Like Home,"

                                                        PC
                                                    
",63,"
tbd
","
Chicken Launcher ",StrategyManagementBusiness / Tycoon
Taito Milestones,"

                                                        Switch
                                                    
",63,"
tbd
","
Taito Corporation, Hamster ",MiscellaneousCompilation
Reverie Knights Tactics,"

                                                        PC
                                                    
",63,"
tbd
","
40 Giants Entertainment ",StrategyTurn-BasedTactics
Dusk Diver 2,"

                                                        PlayStation 5
                                                    
",62,"
tbd
","
Wanin International ",ActionRole-PlayingAction RPGBeat-'Em-Up3D
Hokko Life,"

                                                        Switch
                                                    
",62,"
tbd
","
Wonderscope ",SimulationVirtualVirtual Life
Ganryu 2: Hakuma Kojiro,"

                                                        Switch
                                                    
",61,"
tbd
","
Storybird ",ActionPlatformer2D
Winter Ember,"

                                                        PC
                                                    
",60,"
tbd
","
Sky Machine Studios ",Action AdventureAdventureGeneral
Snow Bros. Nick & Tom Special,"

                                                        Switch
                                                    
",60,"
tbd
","
CRT Games ",ActionPlatformer2D
Witch Strandings,"

                                                        PC
                                                    
",59,"
tbd
","
Strange Scaffold, vwudqjh vfdiirog ",AdventureStrategyGeneral
Dusk Diver 2,"

                                                        Switch
                                                    
",58,"
tbd
","
Wanin International ",ActionRole-PlayingAction RPGBeat-'Em-Up3D
Expedition Zero,"

                                                        PC
                                                    
",57,"
tbd
","
Enigmatic Machines LTD. ",Action AdventureSurvival
Lila's Sky Ark,"

                                                        Switch
                                                    
",57,"
tbd
","
Monolith of Minds ",AdventureAction AdventureGeneral
Out There: Oceans of Time,"

                                                        PC
                                                    
",57,"
tbd
","
Mi-Clos Studio ",StrategyAdventureGeneralVisual Novel
MX vs ATV Legends,"

                                                        Xbox Series X
                                                    
",56,"
tbd
","
Rainbow Studios ",RacingArcadeAutomobile
Blind Fate: Edo no Yami,"

                                                        PC
                                                    
",54,"
tbd
","
Troglobytes Games, S.L. ",Action AdventureGeneral
Zorro: The Chronicles,"

                                                        PlayStation 5
                                                    
",49,"
tbd
","
Bkom ",Action AdventureAdventureGeneral3DThird-Person
XEL,"

                                                        Switch
                                                    
",43,"
tbd
","
Tiny Roar ",GeneralAction AdventureOpen-World
NieR: Automata - The End of YoRHa Edition,"

                                                        Switch
                                                    
",89,"
tbd
","
Virtuos, PlatinumGames ",Role-PlayingAction RPG
Sunday Gold,"

                                                        PC
                                                    
",73,"
tbd
","
Bkom ",StrategyTurn-BasedGeneral
Steelrising,"

                                                        Xbox Series X
                                                    
",74,"
9.3
","
Spiders ",Role-PlayingAction RPG
MADiSON,"

                                                        PlayStation 5
                                                    
",72,"
9.3
","
BLOODIOUS GAMES ",Action AdventureAdventure3DSurvivalFirst-Person
Dynasty Warriors 9 Empires,"

                                                        Xbox Series X
                                                    
",64,"
9.3
","
Koei Tecmo Games ",ActionBeat-'Em-Up3D
GhostWire: Tokyo,"

                                                        PC
                                                    
",77,"
9.2
","
Tango Gameworks ",Action AdventureAdventureGeneralVisual Novel
MADiSON,"

                                                        PC
                                                    
",75,"
9.2
","
BLOODIOUS GAMES ",Action AdventureAdventure3DSurvivalFirst-Person
MADiSON,"

                                                        Xbox Series X
                                                    
",75,"
9.2
","
BLOODIOUS GAMES ",Action AdventureAdventure3DSurvivalFirst-Person
Steelrising,"

                                                        PlayStation 5
                                                    
",72,"
9.2
","
Spiders ",Role-PlayingAction RPG
GhostWire: Tokyo,"

                                                        PlayStation 5
                                                    
",75,"
9.1
","
Tango Gameworks ",Action AdventureAdventureGeneralVisual Novel
Dynasty Warriors 9 Empires,"

                                                        Switch
                                                    
",54,"
9.1
","
Koei Tecmo Games ",ActionBeat-'Em-Up3D
Atelier Sophie 2: The Alchemist of the Mysterious Dream,"

                                                        PC
                                                    
",83,"
9.0
","
Gust ",Role-PlayingJapanese-Style
Atelier Sophie 2: The Alchemist of the Mysterious Dream,"

                                                        PlayStation 4
                                                    
",82,"
9.0
","
Gust ",Role-PlayingJapanese-Style
Atelier Sophie 2: The Alchemist of the Mysterious Dream,"

                                                        Switch
                                                    
",80,"
9.0
","
Gust ",Role-PlayingJapanese-Style
Steelrising,"

                                                        PC
                                                    
",71,"
9.0
","
Spiders ",Role-PlayingAction RPG
Touken Ranbu Warriors,"

                                                        Switch
                                                    
",68,"
9.0
","
Omega Force ",Role-PlayingGeneralAction RPG
Dynasty Warriors 9 Empires,"

                                                        PlayStation 5
                                                    
",61,"
9.0
","
Koei Tecmo Games ",ActionBeat-'Em-Up3D
Neon White,"

                                                        PC
                                                    
",90,"
8.8
","
Ben Esposito, Angel Matrix ",ActionShooterFirst-PersonArcade
Uncharted: Legacy of Thieves Collection,"

                                                        PlayStation 5
                                                    
",87,"
8.8
","
Naughty Dog, Iron Galaxy Studios ",MiscellaneousCompilation
Kirby and the Forgotten Land,"

                                                        Switch
                                                    
",85,"
8.8
","
Nintendo, HAL Labs ",ActionPlatformer3D
Teenage Mutant Ninja Turtles: Shredder's Revenge,"

                                                        PC
                                                    
",84,"
8.8
","
Tribute Games ",ActionBeat-'Em-Up2D
Patrick's Parabox,"

                                                        PC
                                                    
",84,"
8.7
","
Patrick Traynor ",PuzzleAction
The Legend of Heroes: Trails from Zero,"

                                                        PC
                                                    
",90,"
8.6
","
Falcom ",Role-PlayingJapanese-Style
Xenoblade Chronicles 3,"

                                                        Switch
                                                    
",89,"
8.6
","
Monolith Soft ",Role-PlayingAction RPG
Stray,"

                                                        PlayStation 5
                                                    
",83,"
8.6
","
Bluetwelve, BlueTwelve Studio ",Action AdventureAdventureGeneral3DThird-Person
Teenage Mutant Ninja Turtles: The Cowabunga Collection,"

                                                        PlayStation 5
                                                    
",79,"
8.6
","
Konami, Digital Eclipse ",MiscellaneousCompilation
Metal: Hellsinger,"

                                                        Xbox Series X
                                                    
",78,"
8.6
","
The Outsiders ",ActionShooterFirst-PersonArcade
Pac-Man World: Re-PAC,"

                                                        PC
                                                    
",74,"
8.6
","
Now Production, Bandai Namco Games ",ActionPlatformer3D
God of War,"

                                                        PC
                                                    
",93,"
8.5
","
SCE Santa Monica ",Action AdventureLinear
AI: The Somnium Files - nirvanA Initiative,"

                                                        PC
                                                    
",88,"
8.5
","
Spike Chunsoft ",Action AdventureGeneral
13 Sentinels: Aegis Rim,"

                                                        Switch
                                                    
",88,"
8.5
","
Vanillaware ",AdventureGeneral
The Legend of Heroes: Trails from Zero,"

                                                        Switch
                                                    
",86,"
8.5
","
Falcom ",Role-PlayingJapanese-Style
AI: The Somnium Files - nirvanA Initiative,"

                                                        PlayStation 4
                                                    
",85,"
8.5
","
Spike Chunsoft ",Action AdventureGeneral
Tinykin,"

                                                        PC
                                                    
",80,"
8.5
","
Splashteam ",ActionStrategyReal-TimePlatformer3DCommand
Endling - Extinction is Forever,"

                                                        PC
                                                    
",75,"
8.5
","
Herobeat Studios ",AdventureAction AdventureGeneral
GigaBash,"

                                                        PlayStation 5
                                                    
",73,"
8.5
","
Passion Republic ",ActionFighting3D
Portal Companion Collection,"

                                                        Switch
                                                    
",96,"
8.4
","
Valve Software ",MiscellaneousCompilation
The Stanley Parable: Ultra Deluxe,"

                                                        Xbox Series X
                                                    
",93,"
8.4
","
Crows Crows Crows ",Adventure3DFirst-Person
Cuphead in the Delicious Last Course,"

                                                        PC
                                                    
",89,"
8.4
","
Studio MDHR ",ActionPlatformer2D
Teenage Mutant Ninja Turtles: Shredder's Revenge,"

                                                        PlayStation 4
                                                    
",85,"
8.4
","
Tribute Games ",ActionBeat-'Em-Up2D
Stray,"

                                                        PC
                                                    
",83,"
8.4
","
BlueTwelve Studio ",Action AdventureAdventureGeneral3DThird-Person
Syberia: The World Before,"

                                                        PC
                                                    
",81,"
8.4
","
Microids, Koalabs ",AdventureGeneralPoint-and-Click
Escape Academy,"

                                                        PC
                                                    
",80,"
8.4
","
Coin Crew Games ",Adventure3DFirst-Person
Sucker for Love: First Date,"

                                                        PC
                                                    
",77,"
8.4
","
Akabaka ",AdventureGeneralVisual Novel
The Centennial Case: A Shijima Story,"

                                                        PlayStation 5
                                                    
",71,"
8.4
","
h.a.n.d. Inc. ",AdventureGeneral
Pac-Man World: Re-PAC,"

                                                        PlayStation 5
                                                    
",71,"
8.4
","
Bandai Namco Games ",ActionPlatformer3D
DOLMEN,"

                                                        Xbox Series X
                                                    
",57,"
8.4
","
Massive Work Studio ",Role-PlayingAction RPG
Rogue Legacy 2,"

                                                        Xbox Series X
                                                    
",90,"
8.3
","
Cellar Door Games ",ActionRole-PlayingPlatformerRoguelike2D
Teenage Mutant Ninja Turtles: Shredder's Revenge,"

                                                        Switch
                                                    
",87,"
8.3
","
Tribute Games ",ActionBeat-'Em-Up2D
Not For Broadcast,"

                                                        PC
                                                    
",82,"
8.3
","
NotGames ",SimulationVirtualCareer
Prodeus,"

                                                        PC
                                                    
",82,"
8.3
","
Mike and Jason, Bounding Box Games ",ActionShooterFirst-PersonArcade
Endling - Extinction is Forever,"

                                                        PlayStation 4
                                                    
",82,"
8.3
","
Herobeat Studios ",Action AdventureAdventureGeneral
Teenage Mutant Ninja Turtles: The Cowabunga Collection,"

                                                        Xbox Series X
                                                    
",81,"
8.3
","
Konami, Digital Eclipse ",MiscellaneousCompilation
Teardown,"

                                                        PC
                                                    
",80,"
8.3
","
Tuxedo Labs ",Action AdventureSandbox
Klonoa Phantasy Reverie Series,"

                                                        PlayStation 5
                                                    
",78,"
8.3
","
Bandai Namco Games, MONKEYCRAFT Co. Ltd. ",MiscellaneousCompilation
Crowns and Pawns: Kingdom of Deceit,"

                                                        PC
                                                    
",78,"
8.3
","
Tag of Joy ",AdventurePoint-and-Click
Fobia - St. Dinfna Hotel,"

                                                        PlayStation 5
                                                    
",73,"
8.3
","
Maximum Games, Pulsatrix Studios ",Action AdventureSurvival
Thymesia,"

                                                        Xbox Series X
                                                    
",72,"
8.3
","
OverBorder Studio ",Role-PlayingAction RPG
Destroy All Humans! 2 - Reprobed,"

                                                        PC
                                                    
",71,"
8.3
","
Black Forest Games ",Action AdventureGeneralOpen-World
Fobia - St. Dinfna Hotel,"

                                                        PC
                                                    
",71,"
8.3
","
Pulsatrix Studios ",Action AdventureSurvival
Serious Sam: Siberian Mayhem,"

                                                        PC
                                                    
",70,"
8.3
","
Croteam ",ActionShooterFirst-PersonArcade
Cuphead in the Delicious Last Course,"

                                                        Xbox One
                                                    
",92,"
8.2
","
Studio MDHR ",ActionPlatformer2D
Marvel's Spider-Man Remastered,"

                                                        PC
                                                    
",87,"
8.2
","
Nixxes Software ",Action AdventureOpen-World
Gordian Quest,"

                                                        PC
                                                    
",84,"
8.2
","
Mixed Realms Pte Ltd ",StrategyTurn-BasedCard Battle
Pokemon Legends: Arceus,"

                                                        Switch
                                                    
",83,"
8.2
","
Game Freak ",Role-PlayingTrainer
Metal: Hellsinger,"

                                                        PC
                                                    
",80,"
8.2
","
The Outsiders ",ActionShooterFirst-PersonArcade
Klonoa Phantasy Reverie Series,"

                                                        Xbox Series X
                                                    
",79,"
8.2
","
Bandai Namco Games, MONKEYCRAFT Co. Ltd. ",MiscellaneousCompilation
Destroy All Humans! 2 - Reprobed,"

                                                        Xbox Series X
                                                    
",72,"
8.2
","
Black Forest Games ",Action AdventureGeneralOpen-World
Stranger of Paradise: Final Fantasy Origin,"

                                                        Xbox Series X
                                                    
",66,"
8.2
","
Team Ninja ",Action AdventureLinearRole-PlayingAction RPG
The Stanley Parable: Ultra Deluxe,"

                                                        PC
                                                    
",90,"
8.1
","
Galactic Cafe, Crows Crows Crows ",Adventure3DFirst-Person
I Was a Teenage Exocolonist,"

                                                        PC
                                                    
",89,"
8.1
","
Northway Games ",StrategyTurn-BasedCard Battle
Neon White,"

                                                        Switch
                                                    
",88,"
8.1
","
Ben Esposito, Angel Matrix ",ActionShooterFirst-PersonArcade
Teenage Mutant Ninja Turtles: Shredder's Revenge,"

                                                        Xbox One
                                                    
",87,"
8.1
","
Tribute Games ",ActionBeat-'Em-Up2D
Destiny 2: The Witch Queen,"

                                                        PC
                                                    
",85,"
8.1
","
Bungie ",ActionShooterFirst-PersonArcade
Nobody Saves the World,"

                                                        Switch
                                                    
",84,"
8.1
","
DrinkBox Studios ",Role-PlayingAction RPG
Triangle Strategy,"

                                                        Switch
                                                    
",83,"
8.1
","
Square Enix, Artdink ",StrategyTurn-BasedTactics
LEGO Star Wars: The Skywalker Saga,"

                                                        PlayStation 5
                                                    
",82,"
8.1
","
Warner Bros. Interactive Entertainment, TT Games ",Action AdventureGeneral
LEGO Star Wars: The Skywalker Saga,"

                                                        Xbox Series X
                                                    
",82,"
8.1
","
Warner Bros. Interactive Entertainment, TT Games ",Action AdventureGeneral
Hardspace: Shipbreaker,"

                                                        PC
                                                    
",82,"
8.1
","
Blackbird Interactive ",SimulationGeneralVirtualCareer
Symphony of War: The Nephilim Saga,"

                                                        PC
                                                    
",81,"
8.1
","
Dancing Dragon games ",Role-PlayingGeneral
Pocky & Rocky Reshrined,"

                                                        Switch
                                                    
",81,"
8.1
","
NATSUME ATARI Inc. ",ActionShooterShoot-'Em-UpTop-Down
SIFU,"

                                                        PlayStation 5
                                                    
",81,"
8.1
","
Sloclap ",ActionBeat-'Em-Up3D
Klonoa Phantasy Reverie Series,"

                                                        Switch
                                                    
",78,"
8.1
","
Bandai Namco Games, MONKEYCRAFT Co. Ltd. ",MiscellaneousCompilation
OPUS: Echo of Starsong - Full Bloom Edition,"

                                                        Switch
                                                    
",76,"
8.1
","
SIGONO INC. ",AdventureGeneral
Kao the Kangaroo,"

                                                        Xbox Series X
                                                    
",69,"
8.1
","
Tate Multimedia ",ActionPlatformer3D
The Stanley Parable: Ultra Deluxe,"

                                                        PlayStation 5
                                                    
",89,"
8.0
","
Crows Crows Crows ",Adventure3DFirst-Person
Horizon Forbidden West,"

                                                        PlayStation 5
                                                    
",88,"
8.0
","
Guerrilla ",Role-PlayingAction RPGAction AdventureOpen-World
The Stanley Parable: Ultra Deluxe,"

                                                        Switch
                                                    
",87,"
8.0
","
Crows Crows Crows ",Adventure3DFirst-Person
Destiny 2: The Witch Queen,"

                                                        PlayStation 5
                                                    
",87,"
8.0
","
Bungie ",ActionShooterFirst-PersonArcade
AI: The Somnium Files - nirvanA Initiative,"

                                                        Switch
                                                    
",86,"
8.0
","
Spike Chunsoft ",Action AdventureGeneral
Red Matter 2,"

                                                        PC
                                                    
",84,"
8.0
","
Vertical Robot ",Adventure3DFirst-Person
