name,platform,metascore,userscore,developer,genre
Okami HD,"

                                                        PlayStation 4
                                                    
",87,"
8.3
","
Capcom ",Action AdventureGeneral
Hollow Knight,"

                                                        PC
                                                    
",87,"
9.1
","
Team Cherry ",ActionAction AdventureGeneralPlatformerMetroidvania
Raw Data,"

                                                        PC
                                                    
",87,"
6.3
","
Survios ",ActionShooterFirst-PersonArcade
Zero Escape: The Nonary Games,"

                                                        PlayStation 4
                                                    
",87,"
8.3
","
Spike Chunsoft ",MiscellaneousCompilation
Wolfenstein II: The New Colossus,"

                                                        PlayStation 4
                                                    
",87,"
7.3
","
MachineGames ",ActionShooterFirst-PersonArcade
Axiom Verge,"

                                                        Switch
                                                    
",87,"
8.2
","
Tom Happ ",ActionAction AdventureGeneralPlatformerMetroidvania
Destiny 2,"

                                                        Xbox One
                                                    
",87,"
4.4
","
Bungie ",ActionShooterFirst-PersonArcade
Total War: WARHAMMER II,"

                                                        PC
                                                    
",87,"
7.9
","
Creative Assembly ",StrategyReal-TimeTactics
Forza Horizon 3: Hot Wheels,"

                                                        Xbox One
                                                    
",87,"
7.8
","
Playground Games ",RacingSimulationAutomobile
Okami HD,"

                                                        Xbox One
                                                    
",87,"
8.5
","
Capcom ",Action AdventureGeneral
West of Loathing,"

                                                        PC
                                                    
",87,"
7.6
","
Asymmetric Publications ",Role-PlayingGeneral
Thumper,"

                                                        Xbox One
                                                    
",86,"
5.5
","
drool Games, Drool ",ActionRhythmMusic
Rocket League,"

                                                        Switch
                                                    
",86,"
7.8
","
Psyonix ",SportsTeamSoccerArcade
F1 2017,"

                                                        PlayStation 4
                                                    
",86,"
7.5
","
Codemasters ",RacingSimulationAutomobile
Cuphead,"

                                                        Xbox One
                                                    
",86,"
8.4
","
Studio MDHR ",ActionPlatformer2D
Pillars of Eternity: Complete Edition,"

                                                        Xbox One
                                                    
",86,"
7.5
","
Obsidian Entertainment, Paradox Arctic ",Role-PlayingWestern-Style
Sky Force Reloaded,"

                                                        Xbox One
                                                    
",86,"
7.0
","
Infinite Dreams, Infinite Dreams Inc. ",ActionShooterShoot-'Em-UpVertical
Thimbleweed Park,"

                                                        PlayStation 4
                                                    
",86,"
7.6
","
Ron Gilbert and Gary Winnick ",AdventurePoint-and-Click
Resident Evil 7: biohazard,"

                                                        Xbox One
                                                    
",86,"
8.0
","
Capcom ",Action AdventureSurvival
Final Fantasy XII: The Zodiac Age,"

                                                        PlayStation 4
                                                    
",86,"
8.4
","
Square Enix ",Role-PlayingJapanese-Style
Wolfenstein II: The New Colossus,"

                                                        PC
                                                    
",86,"
6.9
","
MachineGames ",ActionShooterFirst-PersonArcade
Sonic Mania,"

                                                        PlayStation 4
                                                    
",86,"
8.1
","
SegaSoft, Sega, PagodaWest Games ",ActionPlatformer2D
Resident Evil 7: biohazard,"

                                                        PlayStation 4
                                                    
",86,"
8.1
","
Capcom ",Action AdventureSurvival
PlayerUnknown's Battlegrounds,"

                                                        PC
                                                    
",86,"
4.7
","
Bluehole, Inc., PUBG Corporation ",ActionShooterFirst-PersonTactical
Observer,"

                                                        Xbox One
                                                    
",86,"
7.4
","
Bloober Team ",Adventure3DFirst-Person
DiRT 4,"

                                                        Xbox One
                                                    
",86,"
6.9
","
Codemasters, Deep Silver ",RacingSimulationAutomobile
Guilty Gear Xrd: Rev 2,"

                                                        PlayStation 4
                                                    
",86,"
8.2
","
Arc System Works ",ActionFighting2D
Forza Motorsport 7,"

                                                        Xbox One
                                                    
",86,"
6.4
","
Turn 10 ",RacingSimulationAutomobile
Sonic Mania,"

                                                        Switch
                                                    
",86,"
8.4
","
Tantalus ",ActionPlatformer2D
Injustice 2,"

                                                        PC
                                                    
",86,"
7.6
","
QLOC ",ActionFighting2D
Thumper,"

                                                        Switch
                                                    
",85,"
8.0
","
Drool ",ActionRhythmMusic
Metroid: Samus Returns,"

                                                        3DS
                                                    
",85,"
8.7
","
Mercury Steam ",ActionAction AdventurePlatformerOpen-World
Dragon Quest VIII: Journey of the Cursed King,"

                                                        3DS
                                                    
",85,"
8.6
","
TOSE, Cygames ",Role-PlayingJapanese-Style
Pillars of Eternity: Complete Edition,"

                                                        PlayStation 4
                                                    
",85,"
7.1
","
Obsidian Entertainment, Paradox Arctic ",Role-PlayingWestern-Style
Paradigm,"

                                                        PC
                                                    
",85,"
7.8
","
Jacob Janerka ",AdventurePoint-and-Click
Battlerite,"

                                                        PC
                                                    
",85,"
7.3
","
Stunlock Studios ",StrategyReal-TimeMOBA
Nioh: Bloodshed's End,"

                                                        PlayStation 4
                                                    
",85,"
7.8
","
Team Ninja ",Role-PlayingAction RPG
Assassin's Creed Origins,"

                                                        Xbox One
                                                    
",85,"
7.7
","
Ubisoft, Ubisoft Montreal ",MiscellaneousAction AdventureEdutainmentOpen-World
Final Fantasy IX,"

                                                        PlayStation 4
                                                    
",85,"
8.6
","
SquareSoft, Square Enix ",Role-PlayingJapanese-Style
The Binding of Isaac: Afterbirth +,"

                                                        Switch
                                                    
",85,"
8.2
","
Edmund McMillen, Nicalis ",ActionShooterShoot-'Em-UpTop-Down
Ys VIII: Lacrimosa of DANA,"

                                                        PlayStation 4
                                                    
",85,"
8.6
","
Falcom ",Role-PlayingAction RPG
Galactic Civilizations III: Crusade,"

                                                        PC
                                                    
",85,"
7.0
","
Stardock ",StrategyTurn-Based4X
SteamWorld Dig 2,"

                                                        PC
                                                    
",85,"
8.3
","
Image & Form ",ActionAction AdventureGeneralPlatformer2D
Robo Recall,"

                                                        PC
                                                    
",85,"
7.7
","
Epic Games ",ActionGeneralShooterLight Gun
Yakuza 0,"

                                                        PlayStation 4
                                                    
",85,"
8.5
","
Ryu ga Gotoku Studios ",Action AdventureOpen-World
MLB The Show 17,"

                                                        PlayStation 4
                                                    
",85,"
6.9
","
Sony Interactive Entertainment ",SportsTeamBaseballSim
Destiny 2,"

                                                        PlayStation 4
                                                    
",85,"
5.0
","
Bungie ",ActionShooterFirst-PersonArcade
Wipeout: Omega Collection,"

                                                        PlayStation 4
                                                    
",85,"
8.0
","
Sony Interactive Entertainment ",RacingArcadeFuturistic
Mutant Mudds Collection,"

                                                        Switch
                                                    
",85,"
8.0
","
Renegade Kid, Atooi LLC ",ActionMiscellaneousPlatformerCompilation2D
NeuroVoider,"

                                                        Switch
                                                    
",85,"
7.8
","
Flying Oak Games ",ActionShooterShoot-'Em-UpTop-Down
Starcraft Remastered,"

                                                        PC
                                                    
",85,"
7.9
","
Blizzard Entertainment ",StrategyReal-TimeCommand
NBA 2K18,"

                                                        Xbox One
                                                    
",85,"
1.8
","
2K Games ",SportsTeamBasketballSim
Shadow Tactics: Blades of the Shogun,"

                                                        PlayStation 4
                                                    
",85,"
8.4
","
Mimimi Productions ",StrategyReal-TimeTactics
Planescape: Torment - Enhanced Edition,"

                                                        PC
                                                    
",85,"
7.3
","
Beamdog ",Role-PlayingWestern-Style
Pyre,"

                                                        PlayStation 4
                                                    
",85,"
7.9
","
Supergiant Games ",Role-PlayingGeneral
DiRT 4,"

                                                        PlayStation 4
                                                    
",85,"
7.5
","
Codemasters ",RacingSimulationAutomobile
Mario + Rabbids: Kingdom Battle,"

                                                        Switch
                                                    
",85,"
8.3
","
Ubisoft, Ubisoft Paris, Ubisoft Milan ",ActionGeneralStrategyTurn-BasedTactics
Enter The Gungeon,"

                                                        Xbox One
                                                    
",85,"
8.3
","
Dodge Roll ",ActionGeneralShooterShoot-'Em-UpTop-Down
Project CARS 2,"

                                                        Xbox One
                                                    
",84,"
5.6
","
Bandai Namco Games, Slightly Mad Studios ",RacingSimulationAutomobile
Statik,"

                                                        PlayStation 4
                                                    
",84,"
7.7
","
Tarsier Studios ",Adventure3DFirst-Person
Kingdom Hearts HD I.5 + II.5 Remix,"

                                                        PlayStation 4
                                                    
",84,"
8.9
","
Square Enix ",MiscellaneousCompilation
Pokemon Ultra Sun,"

                                                        3DS
                                                    
",84,"
7.7
","
Game Freak ",Role-PlayingTrainer
South Park: The Fractured But Whole,"

                                                        Xbox One
                                                    
",84,"
8.0
","
Ubisoft San Francisco ",Role-PlayingGeneral
Shovel Knight: Specter of Torment,"

                                                        Switch
                                                    
",84,"
8.1
","
Yacht Club Games ",ActionPlatformer2D
Rakuen,"

                                                        PC
                                                    
",84,"
8.2
","
Laura Shigihara ",AdventureGeneralGeneral
Prey,"

                                                        Xbox One
                                                    
",84,"
8.2
","
Arkane Studios ",GeneralActionRole-PlayingShooterAction RPGFirst-PersonArcade
Rayman Legends: Definitive Edition,"

                                                        Switch
                                                    
",84,"
8.4
","
Ubisoft Montpellier, Pasta Games ",ActionPlatformer2D
F1 2017,"

                                                        Xbox One
                                                    
",84,"
7.3
","
Codemasters ",RacingSimulationAutomobile
The Elder Scrolls V: Skyrim,"

                                                        Switch
                                                    
",84,"
8.3
","
Bethesda Game Studios, Iron Galaxy Studios ",Role-PlayingWestern-Style
Gorogoa,"

                                                        PC
                                                    
",84,"
8.3
","
Jason Roberts, Buried Signal ",PuzzleGeneral
Battle Chasers: Nightwar,"

                                                        Xbox One
                                                    
",84,"
7.1
","
Airship Syndicate Entertainment ",Role-PlayingAction RPGJapanese-Style
Lovers in a Dangerous Spacetime,"

                                                        Switch
                                                    
",84,"
8.0
","
Asteroid Base ",ActionShooterShoot-'Em-UpHorizontal
Dishonored: Death of the Outsider,"

                                                        Xbox One
                                                    
",84,"
7.7
","
Arkane Studios ",Action AdventureGeneral
Nex Machina: Death Machine,"

                                                        PC
                                                    
",84,"
6.8
","
Housemarque ",ActionShooterShoot-'Em-UpTop-Down
Polybius,"

                                                        PlayStation 4
                                                    
",84,"
7.3
","
Llamasoft ",ActionShooterRail
Uncharted: The Lost Legacy,"

                                                        PlayStation 4
                                                    
",84,"
8.0
","
Naughty Dog ",ActionAction AdventureGeneral
"Snipperclips Plus: Cut It Out, Together!","

                                                        Switch
                                                    
",84,"
8.0
","
SFB Games ",PuzzleGeneral
Hatsune Miku: Project Diva Future Tone - Colorful Tone,"

                                                        PlayStation 4
                                                    
",84,"
7.9
","
Sega ",ActionRhythmMusic
Hatsune Miku: Project Diva Future Tone - Future Sound,"

                                                        PlayStation 4
                                                    
",84,"
7.6
","
Sega ",ActionRhythmMusic
Thimbleweed Park,"

                                                        Xbox One
                                                    
",84,"
7.4
","
Ron Gilbert and Gary Winnick ",AdventurePoint-and-Click
NieR: Automata,"

                                                        PC
                                                    
",84,"
8.6
","
PlatinumGames ",Role-PlayingAction RPG
Pokemon Ultra Moon,"

                                                        3DS
                                                    
",84,"
7.6
","
Game Freak ",Role-PlayingTrainer
Nioh: Complete Edition,"

                                                        PC
                                                    
",84,"
7.1
","
Team Ninja ",Role-PlayingAction RPG
Thimbleweed Park,"

                                                        PC
                                                    
",84,"
8.1
","
Ron Gilbert and Gary Winnick ",AdventurePoint-and-Click
Assault Android Cactus,"

                                                        Xbox One
                                                    
",84,"
6.6
","
Witch Beam ",ActionShooterShoot-'Em-UpTop-Down
Project CARS 2,"

                                                        PC
                                                    
",84,"
7.2
","
Slightly Mad Studios ",RacingSimulationAutomobile
The End Is Nigh,"

                                                        PC
                                                    
",84,"
7.4
","
Edmund McMillen, Tyler Glaiel  ",ActionPlatformer2D
FIFA 18,"

                                                        PlayStation 4
                                                    
",84,"
3.6
","
EA Vancouver ",SportsTeamSoccerSim
Assassin's Creed Origins,"

                                                        PC
                                                    
",84,"
6.9
","
Ubisoft, Ubisoft Montreal ",MiscellaneousAction AdventureEdutainmentOpen-World
World of Goo,"

                                                        Switch
                                                    
",84,"
7.7
","
Tomorrow Corporation ",PuzzleAction
Pro Evolution Soccer 2018,"

                                                        PlayStation 4
                                                    
",83,"
7.3
","
Konami ",SportsTeamSoccerSim
Detention,"

                                                        PC
                                                    
",83,"
7.8
","
Red Candle Games ",AdventureGeneral
Hakuoki: Kyoto Winds,"

                                                        PlayStation Vita
                                                    
",83,"
8.1
","
Idea Factory, Otomate ",AdventureVisual Novel
FIFA 18,"

                                                        Xbox One
                                                    
",83,"
3.4
","
EA Vancouver ",SportsTeamSoccerSim
Guild Wars 2: Path of Fire,"

                                                        PC
                                                    
",83,"
7.3
","
ArenaNet ",Role-PlayingMassively Multiplayer
Sonic Mania,"

                                                        Xbox One
                                                    
",83,"
7.5
","
SegaSoft, Sega, PagodaWest Games ",ActionPlatformer2D
Hellblade: Senua's Sacrifice,"

                                                        PC
                                                    
",83,"
8.1
","
Ninja Theory ",Action AdventureGeneral
Bleed 2,"

                                                        PC
                                                    
",83,"
7.1
","
BootdiskRevolution ",ActionPlatformer2D
Puyo Puyo Tetris,"

                                                        PlayStation 4
                                                    
",83,"
7.5
","
Sega, Sonic Team ",PuzzleStacking
Splatoon 2,"

                                                        Switch
                                                    
",83,"
8.4
","
Nintendo ",ActionShooterThird-PersonArcade
Destiny 2,"

                                                        PC
                                                    
",83,"
4.3
","
Bungie Software, Bungie ",ActionShooterFirst-PersonArcade
BYE-BYE BOXBOY!,"

                                                        3DS
                                                    
",83,"
7.9
","
HAL Labs ",PuzzleAction
The Sexy Brutale,"

                                                        PC
                                                    
",83,"
7.7
","
Tequila Works, Cavalier Game Studios ",AdventureGeneral
Danganronpa 1-2 Reload,"

                                                        PlayStation 4
                                                    
",83,"
8.4
","
Spike Chunsoft ",MiscellaneousCompilation
Xenoblade Chronicles 2,"

                                                        Switch
                                                    
",83,"
8.6
","
Monolith Soft ",Role-PlayingAction RPG
Horizon Zero Dawn: The Frozen Wilds,"

                                                        PlayStation 4
                                                    
",83,"
8.0
","
Guerrilla ",Role-PlayingAction AdventureAction RPGOpen-World
Detention,"

                                                        PlayStation 4
                                                    
",83,"
7.5
","
Red Candle Games ",AdventureGeneral
SUPERHOT,"

                                                        PlayStation 4
                                                    
",83,"
7.3
","
SUPERHOT ",ActionShooterFirst-PersonTacticalArcade
Path of Exile: The Fall of Oriath,"

                                                        Xbox One
                                                    
",83,"
7.3
","
Grinding Gear Games ",Role-PlayingAction RPG
The Legend of Heroes: Trails in the Sky the 3rd,"

                                                        PC
                                                    
",83,"
8.1
","
Falcom ",Role-PlayingJapanese-Style
Little Nightmares,"

                                                        Xbox One
                                                    
",83,"
8.2
","
Tarsier Studios ",Action AdventureGeneralLinear
Gorogoa,"

                                                        Switch
                                                    
",83,"
7.8
","
Jason Roberts, Buried Signal ",PuzzleGeneral
Splasher,"

                                                        Switch
                                                    
",83,"
8.2
","
Splashteam ",ActionPlatformer2D
Steel Division: Normandy 44,"

                                                        PC
                                                    
",83,"
7.8
","
Eugen Systems ",StrategyReal-TimeGeneralTactics
Resident Evil 7: biohazard,"

                                                        PC
                                                    
",83,"
7.9
","
Capcom ",Action AdventureSurvival
Worms W.M.D,"

                                                        Switch
                                                    
",83,"
7.5
","
Team17 ",StrategyTurn-BasedArtillery
SOMA,"

                                                        Xbox One
                                                    
",82,"
8.6
","
Frictional Games ",Action AdventureSurvival
Super Hydorah,"

                                                        Xbox One
                                                    
",82,"
6.9
","
Locomalito ",ActionShooterShoot-'Em-UpHorizontal
Hand of Fate 2,"

                                                        PlayStation 4
                                                    
",82,"
8.0
","
Defiant Development ",MiscellaneousBoard / Card Game
Dark Souls III: The Ringed City,"

                                                        PC
                                                    
",82,"
8.3
","
From Software ",Role-PlayingAction RPG
Pinball FX3,"

                                                        Switch
                                                    
",82,"
7.8
","
Zen Studios ",ActionPinball
The Sexy Brutale,"

                                                        Xbox One
                                                    
",82,"
7.1
","
Abstraction Games, Tequila Works, Cavalier Game Studios ",AdventureGeneral
L.A. Noire: The VR Case Files,"

                                                        PC
                                                    
",82,"
6.0
","
Rockstar Games ",Adventure3DFirst-Person
Project CARS 2,"

                                                        PlayStation 4
                                                    
",82,"
6.0
","
Bandai Namco Games, Slightly Mad Studios ",RacingSimulationAutomobile
Football Manager 2018,"

                                                        PC
                                                    
",82,"
6.0
","
Sports Interactive ",SportsTeamFootballSim
Madden NFL 18,"

                                                        PlayStation 4
                                                    
",82,"
3.5
","
Electronic Arts ",SportsTeamFootballSim
RiME,"

                                                        Xbox One
                                                    
",82,"
7.4
","
Tequila Works ",ActionAdventureGeneral3DThird-Person
Tekken 7,"

                                                        PC
                                                    
",82,"
6.8
","
Bandai Namco Games ",ActionFighting3D
Dark Souls III: The Ringed City,"

                                                        PlayStation 4
                                                    
",82,"
8.5
","
From Software ",Role-PlayingAction RPG
Stellaris: Utopia,"

                                                        PC
                                                    
",82,"
8.0
","
Paradox Development Studio ",StrategyReal-TimeGeneral
Hand of Fate 2,"

                                                        Xbox One
                                                    
",82,"
8.4
","
Defiant Development ",MiscellaneousBoard / Card Game
Pyre,"

                                                        PC
                                                    
",82,"
8.0
","
Supergiant Games ",Role-PlayingGeneral
The Evil Within 2,"

                                                        Xbox One
                                                    
",82,"
8.8
","
Tango Gameworks ",Action AdventureSurvival
Slime-san,"

                                                        Switch
                                                    
",82,"
8.1
","
Fabraz ",Action AdventureLinear
Super Hydorah,"

                                                        PC
                                                    
",82,"
7.8
","
Locomalito ",ActionShooterShoot-'Em-UpHorizontal
Dishonored: Death of the Outsider,"

                                                        PlayStation 4
                                                    
",82,"
7.6
","
Arkane Studios ",Action AdventureGeneral
Pro Evolution Soccer 2018,"

                                                        Xbox One
                                                    
",82,"
7.1
","
Konami ",SportsTeamSoccerSim
Forza Motorsport 7,"

                                                        PC
                                                    
",82,"
4.9
","
Turn 10 ",RacingSimulationAutomobile
Thimbleweed Park,"

                                                        Switch
                                                    
",82,"
8.2
","
Ron Gilbert and Gary Winnick, Terrible Toybox ",AdventurePoint-and-Click
Prey,"

                                                        PC
                                                    
",82,"
8.2
","
Arkane Studios ",GeneralActionRole-PlayingShooterAction RPGFirst-PersonArcade
Shantae: Half-Genie Hero,"

                                                        Switch
                                                    
",82,"
7.6
","
WayForward ",ActionPlatformer2D
Tekken 7,"

                                                        PlayStation 4
                                                    
",82,"
6.4
","
Bandai Namco Games ",ActionFighting3D
Madden NFL 18,"

                                                        Xbox One
                                                    
",82,"
4.3
","
EA Sports ",SportsTeamFootballSim
Darkest Dungeon: The Crimson Court,"

                                                        PC
                                                    
",82,"
6.8
","
Red Hook Studios ",Role-PlayingGeneral
She Remembered Caterpillars,"

                                                        PC
                                                    
",82,"
5.9
","
Ysbryd Games ",PuzzleAction
RIVE: Ultimate Edition,"

                                                        Switch
                                                    
",82,"
7.7
","
Two Tribes ",ActionPlatformer2D
Bulletstorm: Full Clip Edition,"

                                                        Xbox One
                                                    
",82,"
7.1
","
People Can Fly ",ActionShooterFirst-PersonArcade
Azure Striker Gunvolt: Striker Pack,"

                                                        Switch
                                                    
",82,"
8.0
","
Inti Creates ",MiscellaneousCompilation
Torment: Tides of Numenera,"

                                                        PC
                                                    
",81,"
6.9
","
InXile Entertainment ",GeneralGeneralRole-PlayingWestern-Style
Tekken 7,"

                                                        Xbox One
                                                    
",81,"
6.3
","
Bandai Namco Games ",ActionFighting3D
Hellblade: Senua's Sacrifice,"

                                                        PlayStation 4
                                                    
",81,"
8.0
","
Ninja Theory ",FantasyAction AdventureGeneral
Disgaea 5 Complete,"

                                                        Switch
                                                    
",81,"
8.2
","
Nippon Ichi Software ",StrategyTurn-BasedTactics
Danganronpa V3: Killing Harmony,"

                                                        PlayStation 4
                                                    
",81,"
7.5
","
Spike Chunsoft ",ActionGeneralAdventureVisual Novel
Mario & Luigi: Superstar Saga + Bowser's Minions,"

                                                        3DS
                                                    
",81,"
8.2
","
Alphadream Corporation ",Role-PlayingJapanese-Style
Oxenfree,"

                                                        Switch
                                                    
",81,"
7.6
","
Night School Studio ",Action AdventureAdventureGeneral
Teslagrad,"

                                                        Switch
                                                    
",81,"
8.0
","
Rain Games ",ActionPlatformer2D
Deus Ex: Mankind Divided - A Criminal Past,"

                                                        PlayStation 4
                                                    
",81,"
7.0
","
Eidos Montreal ",Action AdventureGeneral
Rising Storm 2: Vietnam,"

                                                        PC
                                                    
",81,"
7.5
","
Antimatter Games ",ActionShooterFirst-PersonTactical
Life is Strange: Before the Storm - Episode 3: Hell is Empty,"

                                                        Xbox One
                                                    
",81,"
7.6
","
Deck Nine Games ",Action AdventureGeneral
Faeria,"

                                                        PC
                                                    
",81,"
7.8
","
Abrakam SA ",MiscellaneousBoard / Card Game
Cities: Skylines - PlayStation 4 Edition,"

                                                        PlayStation 4
                                                    
",81,"
7.1
","
Tantalus ",StrategyManagementGovernment
VOEZ,"

                                                        Switch
                                                    
",81,"
8.0
","
Flyhigh Works ",ActionRhythmMusic
Fortnite,"

                                                        PC
                                                    
",81,"
3.3
","
Epic Games ",ActionGeneralGeneralShooterThird-PersonTactical
Fire Emblem Echoes: Shadows of Valentia,"

                                                        3DS
                                                    
",81,"
8.6
","
Intelligent Systems ",StrategyTurn-BasedTactics
Finding Paradise,"

                                                        PC
                                                    
",81,"
8.5
","
Freebird Games ",Role-PlayingJapanese-Style
Reigns: Her Majesty,"

                                                        PC
                                                    
",81,"
7.2
","
Nerial ",SimulationGeneral
Children of Zodiarcs,"

                                                        PlayStation 4
                                                    
",81,"
5.8
","
Cardboard Utopia ",Role-PlayingJapanese-Style
Little Nightmares,"

                                                        PC
                                                    
",81,"
8.1
","
Tarsier Studios ",GeneralAction AdventureLinear
Middle-earth: Shadow of War,"

                                                        Xbox One
                                                    
",81,"
4.6
","
Monolith Productions ",Action AdventureOpen-World
Puyo Puyo Tetris,"

                                                        Switch
                                                    
",81,"
8.1
","
Sonic Team ",PuzzleMatchingStacking
FORM,"

                                                        PC
                                                    
",81,"
tbd
","
Charm Games ",AdventureGeneral3DFirst-Person
Pro Evolution Soccer 2018,"

                                                        PC
                                                    
",81,"
7.2
","
Konami ",SportsTeamSoccerSim
Assassin's Creed Origins,"

                                                        PlayStation 4
                                                    
",81,"
7.2
","
Ubisoft, Ubisoft Montreal ",MiscellaneousAction AdventureEdutainmentOpen-World
Stories Untold,"

                                                        PC
                                                    
",81,"
7.0
","
No Code ",AdventureText
Slime Rancher,"

                                                        PC
                                                    
",81,"
8.0
","
Monomi Park ",ActionShooterFirst-PersonArcade
Fast RMX,"

                                                        Switch
                                                    
",81,"
7.9
","
Shin'en ",RacingArcadeFuturistic
South Park: The Fractured But Whole,"

                                                        PC
                                                    
",81,"
6.9
","
Ubisoft San Francisco ",Role-PlayingGeneral
FIFA 18,"

                                                        PC
                                                    
",81,"
2.9
","
EA Vancouver ",SportsTeamSoccerSim
Cities: Skylines - Xbox One Edition,"

                                                        Xbox One
                                                    
",81,"
6.6
","
Tantalus ",StrategyManagementGovernment
Sine Mora EX,"

                                                        PlayStation 4
                                                    
",81,"
7.0
","
Digital Reality ",ActionShooterShoot-'Em-UpHorizontal
Dishonored: Death of the Outsider,"

                                                        PC
                                                    
",81,"
7.4
","
Arkane Studios ",Action AdventureGeneral
Redout,"

                                                        PlayStation 4
                                                    
",81,"
7.6
","
505 Games ",RacingArcadeFuturistic
Sniper Elite 4,"

                                                        Xbox One
                                                    
",81,"
7.7
","
Rebellion ",ActionShooterFirst-PersonTactical
Antihero,"

                                                        PC
                                                    
",81,"
7.0
","
Tim Conkling ",StrategyTurn-BasedTactics
Halo Wars: Definitive Edition,"

                                                        Xbox One
                                                    
",81,"
7.6
","
Microsoft Game Studios, Microsoft ",StrategyReal-TimeGeneralCommand
The Legend of Zelda: Breath of the Wild - The Champions' Ballad,"

                                                        Switch
                                                    
",81,"
8.4
","
Nintendo ",Action AdventureOpen-World
