name,platform,metascore,userscore,developer,genre
F-Zero: Maximum Velocity,"
                                                        Game Boy Advance
                                    		    ",86,"
7.7
","
Nd Cube ",DrivingRacingFuturistic
Wizardry 8,"

                                                        PC
                                                    
",85,"
8.3
","
Sir-Tech Software Inc. ",Role-PlayingFirst-PersonFirst-PersonGeneralWestern-Style
Aliens Versus Predator 2,"

                                                        PC
                                                    
",85,"
8.7
","
Monolith Productions ",ActionShooterShooterFirst-PersonSci-FiSci-FiArcade
Operation Flashpoint: Cold War Crisis,"

                                                        PC
                                                    
",85,"
8.7
","
Bohemia Interactive ",ActionShooterShooterFirst-PersonTacticalModernModern
Rumble Racing,"

                                                        PlayStation 2
                                                    
",85,"
8.2
","
Electronic Arts ",DrivingRacingArcade
Metal Slug X,"
                                                        PlayStation
                                    		    ",85,"
8.7
","
ProSoft ",ActionShooterScrolling
Tropico,"

                                                        PC
                                                    
",85,"
8.4
","
PopTop Software ",StrategyMiscellaneousReal-TimeManagementCompilationModernModernGovernment
Project Gotham Racing,"
                                                        Xbox
                                    		    ",85,"
8.1
","
Bizarre Creations ",DrivingRacingGT / Street
NFL 2K2,"

                                                        PlayStation 2
                                                    
",85,"
7.5
","
Visual Concepts ",SportsTraditionalFootballSim
Clive Barker's Undying,"

                                                        PC
                                                    
",85,"
8.8
","
Dreamworks Games ",ActionShooterShooterFirst-PersonFantasyFantasyArcade
Monopoly Tycoon,"

                                                        PC
                                                    
",85,"
7.7
","
Deep Red ",StrategyMiscellaneousTycoonManagementTycoonBoard / Card GameBusiness / Tycoon
NASCAR Thunder 2002,"

                                                        PlayStation 2
                                                    
",85,"
8.5
","
EA Sports ",DrivingRacingStock Car
The Sims: Hot Date,"

                                                        PC
                                                    
",85,"
7.8
","
Maxis ",SimulationMiscellaneousVirtual LifeVirtualVirtual Life
Dave Mirra Freestyle BMX 2,"
                                                        Game Boy Advance
                                    		    ",85,"
8.0
","
Full-Fat ",SportsAlternativeBiking
Quake III Revolution,"

                                                        PlayStation 2
                                                    
",84,"
7.3
","
Bullfrog Productions ",ActionShooterFirst-PersonSci-Fi
Star Wars: Starfighter,"

                                                        PlayStation 2
                                                    
",84,"
8.0
","
LucasArts ",SimulationSci-FiSmall Spaceship
Super Street Fighter II: Turbo Revival,"
                                                        Game Boy Advance
                                    		    ",84,"
7.5
","
Capcom ",ActionFighting2D
Fear Effect 2: Retro Helix,"
                                                        PlayStation
                                    		    ",84,"
6.9
","
Kronos Digital Entertainment ",Action AdventureHorror
Silent Hill 2: Restless Dreams,"
                                                        Xbox
                                    		    ",84,"
8.3
","
KCET ",Action AdventureHorror
Tony Hawk's Pro Skater 2,"
                                                        Nintendo 64
                                    		    ",84,"
8.6
","
Edge of Reality ",SportsAlternativeSkateboarding
Splashdown,"

                                                        PlayStation 2
                                                    
",84,"
8.3
","
Rainbow Studios ",DrivingRacingSnow / Water
Spider-Man: Mysterio's Menace,"
                                                        Game Boy Advance
                                    		    ",84,"
7.8
","
Vicarious Visions ",ActionGeneral
Super Mario Advance,"
                                                        Game Boy Advance
                                    		    ",84,"
7.3
","
Nintendo ",ActionPlatformer2D
Microsoft Train Simulator,"

                                                        PC
                                                    
",84,"
7.7
","
Kuju Entertainment ",SimulationTrainVehicleTrain
Rayman Advance,"
                                                        Game Boy Advance
                                    		    ",84,"
7.9
","
Digital Eclipse ",ActionPlatformer2D
Poseidon,"

                                                        PC
                                                    
",84,"
7.8
","
Impressions Games ",StrategyGeneralManagementGovernment
Escape from Monkey Island,"

                                                        PlayStation 2
                                                    
",84,"
8.2
","
LucasArts ",AdventureThird-PersonFantasy
Spy Hunter,"

                                                        PlayStation 2
                                                    
",84,"
8.2
","
Paradigm Entertainment ",DrivingMission-based
Resident Evil Code: Veronica X,"

                                                        PlayStation 2
                                                    
",84,"
8.5
","
Capcom ",Action AdventureHorror
ChuChu Rocket!,"
                                                        Game Boy Advance
                                    		    ",84,"
7.2
","
Sonic Team ",MiscellaneousPuzzleGeneral
EverQuest: The Shadows of Luclin,"

                                                        PC
                                                    
",83,"
7.2
","
Sony Online Entertainment ",Role-PlayingMassively Multiplayer OnlineMassively MultiplayerFantasy
The Typing of the Dead,"
                                                        Dreamcast
                                    		    ",83,"
7.6
","
Smilebit ",ActionGeneral
Colin McRae Rally 2.0,"

                                                        PC
                                                    
",83,"
8.5
","
Codemasters ",DrivingRacingSimulationRally / OffroadRally / OffroadAutomobile
XGIII: Extreme G Racing,"
                                                        GameCube
                                    		    ",83,"
7.8
","
Acclaim ",DrivingRacingFuturistic
F1 2001,"
                                                        Xbox
                                    		    ",83,"
5.0
","
EA Sports ",DrivingRacingFormula One
Independence War 2: Edge of Chaos,"

                                                        PC
                                                    
",83,"
8.2
","
Particle Systems ",SimulationSci-FiSpaceLarge SpaceshipLarge SpaceshipCombatCivilian
Myst III: Exile,"

                                                        PC
                                                    
",83,"
7.8
","
Presto Studios ",Adventure3DFirst-PersonFantasyFantasy
Frequency,"

                                                        PlayStation 2
                                                    
",83,"
8.6
","
Harmonix Music Systems ",MiscellaneousRhythmMusic
F1 2001,"

                                                        PlayStation 2
                                                    
",83,"
8.3
","
EA Sports ",DrivingRacingFormula One
Capitalism II,"

                                                        PC
                                                    
",82,"
8.6
","
Enlight Software ",StrategyTycoonManagementTycoonBusiness / Tycoon
Rally Trophy,"

                                                        PC
                                                    
",82,"
7.0
","
Bugbear ",DrivingRacingSimulationRally / OffroadRally / OffroadAutomobile
GT Advance Championship Racing,"
                                                        Game Boy Advance
                                    		    ",82,"
8.2
","
MTO ",DrivingRacingGT / Street
Ring of Red,"

                                                        PlayStation 2
                                                    
",82,"
8.8
","
Konami ",StrategyReal-TimeSci-Fi
FIFA Soccer 2002,"

                                                        PlayStation 2
                                                    
",82,"
6.2
","
EA Sports ",SportsTraditionalSoccerSim
Crazy Taxi 2,"
                                                        Dreamcast
                                    		    ",82,"
8.3
","
Hitmaker ",DrivingRacingArcade
Fallout Tactics: Brotherhood of Steel,"

                                                        PC
                                                    
",82,"
7.7
","
14 Degrees East ",Role-PlayingAction RPGAction RPG
Battle Realms,"

                                                        PC
                                                    
",82,"
8.6
","
Liquid Entertainment ",StrategyReal-TimeFantasyGeneralFantasyCommand
NASCAR Thunder 2002,"
                                                        Xbox
                                    		    ",82,"
tbd
","
EA Tiburon ",DrivingRacingStock Car
ATV Offroad Fury,"

                                                        PlayStation 2
                                                    
",82,"
8.4
","
Rainbow Studios ",DrivingRacingRally / Offroad
Final Fight One,"
                                                        Game Boy Advance
                                    		    ",82,"
7.9
","
Sun-Tec ",ActionBeat-'Em-Up
Doom,"
                                                        Game Boy Advance
                                    		    ",81,"
8.6
","
David A. Palmer Productions ",ActionShooterFirst-PersonSci-Fi
NASCAR Heat 2002,"

                                                        PlayStation 2
                                                    
",81,"
8.4
","
Monster Games Inc. ",DrivingRacingStock Car
FIFA Soccer 2002,"
                                                        GameCube
                                    		    ",81,"
8.3
","
EA Sports ",SportsTraditionalSoccerSim
Time Crisis II,"

                                                        PlayStation 2
                                                    
",81,"
7.9
","
Namco ",ActionShooterLight Gun
Gothic,"

                                                        PC
                                                    
",81,"
8.8
","
Piranha Bytes ",Role-PlayingGeneralGeneralAction RPG
Arcanum: Of Steamworks and Magick Obscura,"

                                                        PC
                                                    
",81,"
8.7
","
Troika Games ",Role-PlayingPC-style RPGPC-style RPGWestern-Style
Stronghold,"

                                                        PC
                                                    
",81,"
8.8
","
FireFly Studios ",StrategyReal-TimeHistoricGeneralHistoric
Rails Across America,"

                                                        PC
                                                    
",81,"
7.0
","
Flying Lab Software ",StrategyReal-TimeGeneralGeneral
Empire Earth,"

                                                        PC
                                                    
",81,"
8.4
","
Stainless Steel Studios ",StrategyReal-TimeHistoricGeneralHistoric
FIFA Soccer 2002,"
                                                        PlayStation
                                    		    ",81,"
5.9
","
EA Sports ",SportsTraditionalSoccerSim
Ooga Booga,"
                                                        Dreamcast
                                    		    ",81,"
6.2
","
Visual Concepts ",ActionGeneral
XGIII: Extreme G Racing,"

                                                        PlayStation 2
                                                    
",81,"
8.0
","
Acclaim ",DrivingRacingFuturistic
Capcom vs. SNK 2: Mark of the Millennium 2001,"

                                                        PlayStation 2
                                                    
",81,"
8.2
","
Capcom ",ActionFighting2D
Dave Mirra Freestyle BMX 2,"

                                                        PlayStation 2
                                                    
",81,"
8.5
","
Z-Axis, Ltd. ",SportsAlternativeBiking
Knockout Kings 2001,"

                                                        PlayStation 2
                                                    
",81,"
tbd
","
Black Ops Entertainment ",SportsTraditionalBoxing
Soul Reaver 2,"

                                                        PlayStation 2
                                                    
",80,"
8.5
","
Crystal Dynamics ",Action AdventureHorror
Ecks vs. Sever,"
                                                        Game Boy Advance
                                    		    ",80,"
8.0
","
Crawfish Interactive ",ActionShooterFirst-PersonModern
Tom Clancy's Ghost Recon,"

                                                        PC
                                                    
",80,"
7.6
","
Red Storm Entertainment ",ActionShooterShooterFirst-PersonTacticalModernModern
Conquest: Frontier Wars,"

                                                        PC
                                                    
",80,"
8.1
","
Fever Pitch Studios ",StrategyGeneralGeneral
Bomberman Online,"
                                                        Dreamcast
                                    		    ",80,"
8.6
","
Hudson ",StrategyReal-TimeFantasy
Project Justice,"
                                                        Dreamcast
                                    		    ",80,"
8.7
","
Capcom ",ActionFighting3D
MDK 2: Armageddon,"

                                                        PlayStation 2
                                                    
",80,"
7.9
","
BioWare ",ActionShooterThird-PersonSci-Fi
Asheron's Call Dark Majesty,"

                                                        PC
                                                    
",80,"
7.6
","
Turbine Inc. ",Role-PlayingMassively Multiplayer OnlineMassively MultiplayerFantasy
Mat Hoffman's Pro BMX,"
                                                        PlayStation
                                    		    ",80,"
8.3
","
Shaba Games ",SportsAlternativeBiking
Fire Pro Wrestling,"
                                                        Game Boy Advance
                                    		    ",80,"
8.0
","
Spike ",ActionFightingWrestling
Spider-Man,"
                                                        Dreamcast
                                    		    ",80,"
8.5
","
Treyarch ",Action AdventureSci-Fi
Max Payne,"

                                                        PlayStation 2
                                                    
",80,"
8.5
","
Rockstar Toronto ",ActionShooterThird-PersonModern
Oddworld: Munch's Oddysee,"
                                                        Xbox
                                    		    ",80,"
8.7
","
Oddworld Inhabitants ",ActionPlatformer3D
The Corporate Machine,"

                                                        PC
                                                    
",80,"
6.8
","
Stardock ",StrategyGeneralGeneralManagementBusiness / Tycoon
MechCommander 2,"

                                                        PC
                                                    
",80,"
7.8
","
Microsoft Game Studios ",StrategyGeneralGeneral
Dark Cloud,"

                                                        PlayStation 2
                                                    
",80,"
8.0
","
Level 5 ",Role-PlayingAction RPG
Waterloo: Napoleon's Last Battle,"

                                                        PC
                                                    
",80,"
7.4
","
BreakAway Games ",StrategyGeneralGeneral
Wave Race: Blue Storm,"
                                                        GameCube
                                    		    ",80,"
8.0
","
Nintendo ",DrivingRacingSnow / Water
Phantasy Star Online Ver. 2,"
                                                        Dreamcast
                                    		    ",80,"
8.6
","
Sonic Team ",Role-PlayingGeneral
Hostile Waters: Antaeus Rising,"

                                                        PC
                                                    
",80,"
7.7
","
Rage Software ",StrategyGeneralGeneral
Crazy Taxi,"

                                                        PlayStation 2
                                                    
",80,"
7.8
","
Acclaim Studios Cheltenham ",DrivingRacingArcade
F1 2001,"

                                                        PC
                                                    
",79,"
7.1
","
EA Sports ",DrivingRacingSimulationFormula OneFormula OneAutomobile
NFL Fever 2002,"
                                                        Xbox
                                    		    ",79,"
8.3
","
Microsoft Game Studios ",SportsTraditionalFootballSim
Kohan: Ahriman's Gift,"

                                                        PC
                                                    
",79,"
8.6
","
TimeGate Studios ",StrategyReal-TimeGeneralGeneralCommand
Pac-Man Collection,"
                                                        Game Boy Advance
                                    		    ",79,"
7.8
","
Mass Media ",ActionGeneral
Emperor: Battle for Dune,"

                                                        PC
                                                    
",79,"
8.4
","
Westwood Studios ",StrategyReal-TimeSci-FiSci-FiGeneral
Rowan's Battle of Britain,"

                                                        PC
                                                    
",79,"
tbd
","
Rowan Software Ltd. ",SimulationFlightWWIICombat
Giants: Citizen Kabuto,"

                                                        PlayStation 2
                                                    
",79,"
7.1
","
Digital Mayhem ",ActionShooterThird-PersonSci-Fi
Jumpgate: The Reconstruction Initiative,"

                                                        PC
                                                    
",79,"
tbd
","
NetDevil ",SimulationSci-FiSpaceLarge SpaceshipCivilian
Aqua Aqua,"

                                                        PlayStation 2
                                                    
",79,"
tbd
","
Zed Two Limited ",MiscellaneousPuzzlePuzzleGeneral
Shattered Galaxy,"

                                                        PC
                                                    
",79,"
7.3
","
Nexon ",Role-PlayingStrategyGeneralGeneralMassively Multiplayer
Namco Museum,"
                                                        Game Boy Advance
                                    		    ",79,"
7.8
","
Mass Media ",MiscellaneousCompilation
NHL Hitz 20-02,"
                                                        GameCube
                                    		    ",79,"
8.6
","
Midway ",SportsTraditionalIce HockeyArcade
Worms World Party,"
                                                        Dreamcast
                                    		    ",79,"
8.1
","
Team17 ",StrategyGeneral
Guilty Gear X,"

                                                        PlayStation 2
                                                    
",79,"
7.8
","
Arc System Works ",ActionFighting2D
NHL Hitz 20-02,"
                                                        Xbox
                                    		    ",79,"
7.8
","
Black Box ",SportsTraditionalIce HockeyArcade
Super Dodge Ball Advance,"
                                                        Game Boy Advance
                                    		    ",79,"
7.8
","
Atlus Co. ",SportsAlternativeOther
Breath of Fire,"
                                                        Game Boy Advance
                                    		    ",79,"
7.5
","
Capcom ",Role-PlayingConsole-style RPG
Burnout,"

                                                        PlayStation 2
                                                    
",79,"
7.5
","
Criterion Games ",DrivingRacingArcade
Mega Man Battle Network,"
                                                        Game Boy Advance
                                    		    ",79,"
8.6
","
Capcom ",Role-PlayingAction RPG
Dynasty Warriors 3,"

                                                        PlayStation 2
                                                    
",78,"
8.8
","
Omega Force ",ActionBeat-'Em-Up
Shadow of Destiny,"

                                                        PlayStation 2
                                                    
",78,"
8.0
","
Konami ",AdventureThird-PersonFantasy
Gradius Galaxies,"
                                                        Game Boy Advance
                                    		    ",78,"
8.3
","
Mobile 21 ",ActionShooterScrolling
Tales of Destiny II,"
                                                        PlayStation
                                    		    ",78,"
8.5
","
Namco ",Role-PlayingConsole-style RPG
NASCAR Heat 2002,"
                                                        Xbox
                                    		    ",78,"
tbd
","
Monster Games Inc. ",DrivingRacingStock Car
MechWarrior 4: Black Knight Expansion,"

                                                        PC
                                                    
",78,"
7.3
","
Cyberlore Studios ",SimulationSci-FiVehicleMechCombat
Cool Boarders 2001,"

                                                        PlayStation 2
                                                    
",78,"
5.6
","
Idol Minds ",SportsAlternativeSnowboarding
The Adventures of Cookie & Cream,"

                                                        PlayStation 2
                                                    
",78,"
7.4
","
From Software ",MiscellaneousPuzzlePuzzleGeneral
Star Trek Starfleet Command: Orion Pirates,"

                                                        PC
                                                    
",78,"
7.5
","
Taldren ",StrategyReal-TimeGeneralTactics
NCAA College Football 2K2,"
                                                        Dreamcast
                                    		    ",78,"
8.5
","
Visual Concepts ",SportsTraditionalFootballSim
Pokemon Stadium 2,"
                                                        Nintendo 64
                                    		    ",78,"
8.4
","
HAL Labs ",StrategyGeneral
NBA Live 2001,"

                                                        PC
                                                    
",78,"
7.0
","
EA Sports ",SportsTraditionalTeamBasketballSimSim
Red Faction,"

                                                        PC
                                                    
",78,"
8.0
","
Volition Inc. ",ActionShooterShooterFirst-PersonSci-FiSci-FiArcade
Dragon Warrior VII,"
                                                        PlayStation
                                    		    ",78,"
8.2
","
Heart Beat ",Role-PlayingConsole-style RPG
NHL Hitz 20-02,"

                                                        PlayStation 2
                                                    
",78,"
7.6
","
Black Box ",SportsTraditionalIce HockeyArcade
Konami Krazy Racers,"
                                                        Game Boy Advance
                                    		    ",78,"
8.2
","
KCEK ",DrivingRacingKart
Summoner,"

                                                        PC
                                                    
",78,"
7.7
","
Volition Inc. ",Role-PlayingAction RPGAction RPG
Luigi's Mansion,"
                                                        GameCube
                                    		    ",78,"
8.6
","
Nintendo ",Action AdventureFantasy
Desperados: Wanted Dead or Alive,"

                                                        PC
                                                    
",78,"
8.9
","
Spellbound ",StrategyGeneralGeneral
Mars Matrix,"
                                                        Dreamcast
                                    		    ",78,"
7.9
","
Takumi Corporation ",ActionGeneral
Zone of the Enders,"

                                                        PlayStation 2
                                                    
",78,"
7.1
","
KCEJ ",SimulationSci-FiMech
Amped: Freestyle Snowboarding,"
                                                        Xbox
                                    		    ",78,"
8.0
","
Indie Built ",SportsAlternativeSnowboarding
Dave Mirra Freestyle BMX 2,"
                                                        GameCube
                                    		    ",78,"
8.5
","
Z-Axis, Ltd. ",SportsAlternativeBiking
Tony Hawk's Pro Skater 2x,"
                                                        Xbox
                                    		    ",78,"
7.1
","
Treyarch ",SportsAlternativeSkateboarding
Kinetica,"

                                                        PlayStation 2
                                                    
",77,"
8.3
","
SCE Santa Monica ",DrivingRacingFuturistic
Etherlords,"

                                                        PC
                                                    
",77,"
8.1
","
Nival Interactive ",StrategyTurn-BasedGeneralGeneral
FIFA Soccer 2002,"

                                                        PC
                                                    
",77,"
7.5
","
EA Sports ",SportsTraditionalTeamSoccerSimSim
Alone in the Dark: The New Nightmare,"
                                                        PlayStation
                                    		    ",77,"
8.3
","
Darkworks ",Action AdventureHorror
MTV Music Generator 2,"

                                                        PlayStation 2
                                                    
",77,"
8.4
","
Jester Interactive ",MiscellaneousMusic Maker
Smuggler's Run 2: Hostile Territory,"

                                                        PlayStation 2
                                                    
",77,"
8.0
","
Rockstar San Diego ",DrivingMission-based
Monster Rancher 3,"

                                                        PlayStation 2
                                                    
",77,"
8.6
","
Tecmo ",StrategyBreeding/Constructing
The Last Blade 2: Heart of the Samurai,"
                                                        Dreamcast
                                    		    ",77,"
8.2
","
SNK ",ActionFighting2D
Anachronox,"

                                                        PC
                                                    
",77,"
8.0
","
Ion Storm ",Role-PlayingThird-PersonThird-PersonGeneralJapanese-Style
