name,platform,metascore,userscore,developer,genre
Final Fantasy VII Remake Intergrade,"

                                                        PlayStation 5
                                                    
",89,"
8.2
","
Square Enix ",Role-PlayingAction RPG
It Takes Two,"

                                                        PlayStation 4
                                                    
",89,"
8.9
","
Hazelight ",Action AdventureLinear
Tony Hawk's Pro Skater 1 + 2,"

                                                        Xbox Series X
                                                    
",89,"
6.6
","
Vicarious Visions ",SportsIndividualSkate / Skateboard
Death's Door,"

                                                        Switch
                                                    
",89,"
8.1
","
Acid Nerve ",Action AdventureGeneral
Synth Riders,"

                                                        PlayStation 4
                                                    
",89,"
6.5
","
Kluge Interactive ",ActionRhythmMusic
It Takes Two,"

                                                        PC
                                                    
",89,"
8.8
","
Hazelight ",Action AdventureLinear
Disco Elysium: The Final Cut,"

                                                        PlayStation 5
                                                    
",89,"
7.8
","
ZA/UM ",Role-PlayingGeneralWestern-Style
DUSK,"

                                                        Switch
                                                    
",88,"
8.2
","
New Blood Interactive ",ActionShooterFirst-PersonArcade
Streets of Rage 4: Mr. X Nightmare,"

                                                        PC
                                                    
",88,"
7.7
","
Lizardcube ",ActionBeat-'Em-Up2D
Ratchet & Clank: Rift Apart,"

                                                        PlayStation 5
                                                    
",88,"
8.5
","
Insomniac Games ",ActionPlatformer3D
Fez,"

                                                        Switch
                                                    
",88,"
6.8
","
Polytron Corp. ",ActionPlatformer2D
It Takes Two,"

                                                        PlayStation 5
                                                    
",88,"
9.1
","
Hazelight ",Action AdventureLinear
Deathloop,"

                                                        PlayStation 5
                                                    
",88,"
6.5
","
Arkane Studios ",ActionShooterFirst-PersonArcade
Metroid Dread,"

                                                        Switch
                                                    
",88,"
8.7
","
Mercury Steam, Nintendo ",ActionAction AdventurePlatformerOpen-WorldMetroidvania
Monster Hunter Rise,"

                                                        Switch
                                                    
",88,"
8.8
","
Capcom ",Role-PlayingAction RPG
F1 2021,"

                                                        Xbox Series X
                                                    
",88,"
5.7
","
Codemasters ",RacingSimulationAutomobile
Death's Door,"

                                                        Xbox One
                                                    
",87,"
7.0
","
Acid Nerve ",Action AdventureGeneral
Hitman 3,"

                                                        PC
                                                    
",87,"
7.4
","
Io Interactive ",Action AdventureGeneral
Ghost of Tsushima: Director's Cut,"

                                                        PlayStation 5
                                                    
",87,"
7.2
","
Sucker Punch ",Action AdventureOpen-World
Quake Remastered,"

                                                        Switch
                                                    
",87,"
8.2
","
id Software, MachineGames ",ActionShooterFirst-PersonArcade
The Nioh Collection,"

                                                        PlayStation 5
                                                    
",87,"
8.0
","
Team Ninja ",MiscellaneousCompilation
Yakuza 6: The Song of Life,"

                                                        Xbox One
                                                    
",87,"
7.0
","
Ryu ga Gotoku Studios ",Action AdventureOpen-World
Guilty Gear -Strive-,"

                                                        PlayStation 5
                                                    
",87,"
7.9
","
Arc System Works ",ActionFighting2D
Quake Remastered,"

                                                        PlayStation 4
                                                    
",87,"
5.9
","
id Software, MachineGames ",ActionShooterFirst-PersonArcade
Mini Motorways,"

                                                        PC
                                                    
",87,"
6.9
","
Dinosaur Polo Club ",StrategyGeneralManagementGovernment
Deathloop,"

                                                        PC
                                                    
",87,"
5.4
","
Arkane Studios ",Action AdventureGeneralActionShooterFirst-PersonArcade
Psychonauts 2,"

                                                        Xbox Series X
                                                    
",87,"
7.7
","
Double Fine Productions ",ActionAction AdventurePlatformerOpen-World3D
Hitman 3,"

                                                        Xbox Series X
                                                    
",87,"
8.3
","
Io Interactive ",Action AdventureGeneral
Overcooked! All You Can Eat,"

                                                        Switch
                                                    
",87,"
7.9
","
Ghost Town Games Ltd. ",MiscellaneousCompilation
Death's Door,"

                                                        Xbox Series X
                                                    
",87,"
8.3
","
Acid Nerve ",Action AdventureGeneral
Mass Effect Legendary Edition,"

                                                        PlayStation 4
                                                    
",87,"
6.4
","
BioWare ",MiscellaneousCompilation
Wildermyth,"

                                                        PC
                                                    
",87,"
7.7
","
Worldwalker Games ",Role-PlayingGeneralStrategyTurn-BasedTactics
Tales of Arise,"

                                                        Xbox Series X
                                                    
",87,"
8.6
","
Bandai Namco Games ",Role-PlayingJapanese-Style
Chicory: A Colorful Tale,"

                                                        PlayStation 5
                                                    
",87,"
6.9
","
Greg Lobanov ",AdventureGeneral
Halo Infinite,"

                                                        Xbox Series X
                                                    
",87,"
8.0
","
343 Industries ",ActionShooterFirst-PersonArcade
Psychonauts 2,"

                                                        PlayStation 4
                                                    
",87,"
5.3
","
Double Fine Productions ",Beat-'Em-UpActionAction AdventurePlatformerOpen-World3D
Tales of Arise,"

                                                        PlayStation 5
                                                    
",87,"
8.7
","
Bandai Namco Games ",Role-PlayingJapanese-Style
There is no game : Wrong dimension,"

                                                        Switch
                                                    
",87,"
8.1
","
Draw Me A Pixel ",AdventureGeneralPoint-and-Click
Bustafellows,"

                                                        Switch
                                                    
",86,"
6.3
","
eXtend ",AdventureVisual Novel
The Great Ace Attorney Chronicles,"

                                                        Switch
                                                    
",86,"
7.7
","
Capcom ",MiscellaneousCompilation
Overboard!,"

                                                        Switch
                                                    
",86,"
7.8
","
inkle ",AdventureGeneral
Crash Bandicoot 4: It's About Time,"

                                                        PlayStation 5
                                                    
",86,"
7.9
","
Toys for Bob ",ActionPlatformer3D
Yakuza: Like a Dragon,"

                                                        PlayStation 5
                                                    
",86,"
8.2
","
Ryu ga Gotoku Studios ",Role-PlayingJapanese-Style
Disco Elysium: The Final Cut,"

                                                        Switch
                                                    
",86,"
8.2
","
ZA/UM ",Role-PlayingGeneralWestern-Style
Unpacking,"

                                                        Switch
                                                    
",86,"
7.4
","
Witch Beam ",PuzzleActionGeneral
Final Fantasy VII Remake Intergrade,"

                                                        PC
                                                    
",86,"
7.8
","
Square Enix ",Role-PlayingAction RPG
The Forgotten City,"

                                                        Xbox Series X
                                                    
",86,"
8.4
","
Modern Storyteller ",Action AdventureGeneral
Mass Effect Legendary Edition,"

                                                        PC
                                                    
",86,"
6.0
","
BioWare ",MiscellaneousCompilation
Disco Elysium: The Final Cut,"

                                                        PlayStation 4
                                                    
",86,"
8.0
","
ZA/UM ",Role-PlayingGeneralWestern-Style
Nioh 2: The Complete Edition,"

                                                        PC
                                                    
",86,"
7.0
","
Team Ninja ",Role-PlayingAction RPG
Returnal,"

                                                        PlayStation 5
                                                    
",86,"
7.3
","
Housemarque ",ActionShooterThird-PersonArcade
Sumire,"

                                                        Switch
                                                    
",86,"
8.2
","
GameTomo ",AdventureGeneral
ENDER LILIES: Quietus of the Knights,"

                                                        PC
                                                    
",86,"
8.4
","
Live Wire Films, Live Wire ",ActionAction AdventurePlatformerOpen-WorldMetroidvania
F1 2021,"

                                                        PC
                                                    
",86,"
3.7
","
Codemasters ",RacingSimulationAutomobile
Chivalry 2,"

                                                        PlayStation 5
                                                    
",85,"
6.3
","
Torn Banner Studios ",ActionBeat-'Em-Up3D
Guilty Gear -Strive-,"

                                                        PC
                                                    
",85,"
7.8
","
Arc System Works ",ActionFighting2D
Metro Exodus: Enhanced Edition,"

                                                        PC
                                                    
",85,"
8.5
","
4A Games ",ActionShooterFirst-PersonArcade
Control: Ultimate Edition,"

                                                        PlayStation 5
                                                    
",85,"
8.0
","
Remedy Entertainment ",Action AdventureGeneral
Judgment,"

                                                        Xbox Series X
                                                    
",85,"
8.9
","
Ryu ga Gotoku Studios ",Action AdventureOpen-World
Inscryption,"

                                                        PC
                                                    
",85,"
8.7
","
Daniel Mullins Games ",StrategyTurn-BasedCard Battle
Football Manager 2022,"

                                                        PC
                                                    
",85,"
7.2
","
Sports Interactive ",SportsTeamSoccerManagement
Tony Hawk's Pro Skater 1 + 2,"

                                                        Switch
                                                    
",85,"
7.4
","
Vicarious Visions, Turn Me Up Games ",SportsIndividualSkate / Skateboard
Death's Door,"

                                                        PC
                                                    
",85,"
7.9
","
Acid Nerve ",Action AdventureGeneral
Doki Doki Literature Club Plus!,"

                                                        Switch
                                                    
",85,"
8.2
","
Team Salvato ",AdventureVisual Novel
The Forgotten City,"

                                                        PlayStation 5
                                                    
",85,"
8.1
","
Modern Storyteller ",Action AdventureGeneral
Hitman 3,"

                                                        PlayStation 4
                                                    
",85,"
8.1
","
Io Interactive ",Action AdventureGeneral
Death Stranding: Director's Cut,"

                                                        PlayStation 5
                                                    
",85,"
7.1
","
Kojima Productions ",ActionAction AdventureGeneralOpen-World
The Forgotten City,"

                                                        PC
                                                    
",84,"
8.3
","
Modern Storyteller ",Action AdventureGeneral
Hitman 3,"

                                                        PlayStation 5
                                                    
",84,"
8.1
","
Io Interactive ",Action AdventureGeneral
Atelier Ryza 2: Lost Legends & the Secret Fairy,"

                                                        PC
                                                    
",84,"
8.0
","
Gust ",Role-PlayingJapanese-Style
Shin Megami Tensei V,"

                                                        Switch
                                                    
",84,"
7.5
","
Atlus ",Role-PlayingGeneral
F1 2021,"

                                                        PlayStation 5
                                                    
",84,"
5.9
","
Codemasters ",RacingSimulationAutomobile
Castlevania Advance Collection,"

                                                        PlayStation 4
                                                    
",84,"
7.1
","
Konami, M2 ",MiscellaneousCompilation
Shovel Knight Pocket Dungeon,"

                                                        PC
                                                    
",84,"
7.7
","
Vine ",PuzzleAction
Marvel's Guardians of the Galaxy,"

                                                        Xbox Series X
                                                    
",84,"
8.6
","
Eidos Montreal ",Role-PlayingAction RPGAction AdventureLinear
Mushihimesama,"

                                                        Switch
                                                    
",84,"
7.2
","
Cave ",ActionShooterShoot-'Em-UpVertical
Guilty Gear -Strive-,"

                                                        PlayStation 4
                                                    
",84,"
8.0
","
Arc System Works ",ActionFighting2D
Griftlands,"

                                                        PC
                                                    
",84,"
7.2
","
Klei Entertainment ",Role-PlayingStrategyTurn-BasedGeneralCard Battle
Tails Of Iron,"

                                                        Xbox Series X
                                                    
",84,"
7.4
","
United Label ",Role-PlayingAction RPG
Tales of Arise,"

                                                        PC
                                                    
",84,"
8.4
","
Bandai Namco Games ",Role-PlayingJapanese-Style
Resident Evil Village,"

                                                        PlayStation 5
                                                    
",84,"
8.5
","
Capcom ",Action AdventureSurvival
Fuga: Melodies of Steel,"

                                                        PC
                                                    
",84,"
8.4
","
CyberConnect2 ",Role-PlayingGeneral
The Darkside Detective: A Fumble in the Dark,"

                                                        PC
                                                    
",84,"
8.0
","
Spooky Doorway ",GeneralAdventureTextPoint-and-Click
Life is Strange: True Colors,"

                                                        Xbox Series X
                                                    
",84,"
6.3
","
Deck Nine Games ",Action AdventureGeneral
Loop Hero,"

                                                        Switch
                                                    
",84,"
7.4
","
Four Quarters ",Role-PlayingGeneral
Unsighted,"

                                                        PC
                                                    
",84,"
7.8
","
Studio Pixel Punk ",Role-PlayingAction RPG
ENDER LILIES: Quietus of the Knights,"

                                                        Switch
                                                    
",84,"
8.0
","
Live Wire Films, Live Wire ",ActionAction AdventurePlatformerOpen-WorldMetroidvania
Unpacking,"

                                                        PC
                                                    
",84,"
7.8
","
Witch Beam ",PuzzleActionGeneral
Ghost of Tsushima: Iki Island,"

                                                        PlayStation 5
                                                    
",84,"
7.7
","
Sucker Punch ",Action AdventureOpen-World
Castlevania Advance Collection,"

                                                        Switch
                                                    
",83,"
8.2
","
Konami, M2 ",MiscellaneousCompilation
Subnautica: Below Zero,"

                                                        Xbox Series X
                                                    
",83,"
7.9
","
Unknown Worlds Entertainment ",AdventureGeneralAction AdventureSandbox
NieR Replicant ver.1.22474487139...,"

                                                        Xbox One
                                                    
",83,"
8.4
","
Toylogic Inc. ",Role-PlayingAction RPG
Everhood,"

                                                        PC
                                                    
",83,"
7.7
","
Chris Nordgren, Foreign Gnomes ",Action AdventureLinear
The Pedestrian,"

                                                        PlayStation 5
                                                    
",83,"
6.8
","
Skookum Arts LLC, Skookum Arts ",PuzzleAction
Persona 5 Strikers,"

                                                        PlayStation 4
                                                    
",83,"
7.8
","
Omega Force ",Role-PlayingAction RPG
Final Fantasy IV Pixel Remaster,"

                                                        PC
                                                    
",83,"
6.6
","
Square Enix ",Role-PlayingJapanese-Style
Metro Exodus: Complete Edition,"

                                                        PlayStation 5
                                                    
",83,"
8.0
","
4A Games ",ActionShooterFirst-PersonArcade
I Expect You To Die 2: The Spy And The Liar,"

                                                        PC
                                                    
",83,"
tbd
","
Schell Games ",Adventure3DFirst-Person
Crash Bandicoot 4: It's About Time,"

                                                        PC
                                                    
",83,"
5.8
","
Toys for Bob ",ActionPlatformer3D
Resident Evil Village,"

                                                        Xbox Series X
                                                    
",83,"
8.5
","
Capcom ",Action AdventureSurvival
NieR Replicant ver.1.22474487139...,"

                                                        PlayStation 4
                                                    
",83,"
8.6
","
Toylogic Inc. ",Role-PlayingAction RPG
Danganronpa Decadence,"

                                                        Switch
                                                    
",83,"
7.7
","
Spike Chunsoft ",MiscellaneousCompilation
Shovel Knight Pocket Dungeon,"

                                                        Switch
                                                    
",83,"
7.3
","
Vine ",GeneralPuzzleAction
Little Nightmares II,"

                                                        PC
                                                    
",83,"
8.4
","
Tarsier Studios ",Action AdventureLinear
Judgment,"

                                                        PlayStation 5
                                                    
",83,"
8.5
","
Ryu ga Gotoku Studios ",Action AdventureOpen-World
Kena: Bridge of Spirits,"

                                                        PC
                                                    
",83,"
8.1
","
Emberlab ",Action AdventureGeneralOpen-World
Knockout City,"

                                                        Switch
                                                    
",83,"
5.6
","
Velan Studios ",ActionSportsGeneralTeamOther
The Riftbreaker,"

                                                        PC
                                                    
",83,"
8.2
","
EXOR Studios ",Role-PlayingAction RPG
Cupid Parasite,"

                                                        Switch
                                                    
",83,"
6.2
","
Otomate ",AdventureVisual Novel
Sunlight,"

                                                        PC
                                                    
",83,"
4.8
","
Krillbite Studio ",Adventure3DFirst-Person
Life is Strange: True Colors,"

                                                        PlayStation 4
                                                    
",83,"
7.0
","
Deck Nine Games ",Action AdventureGeneral
UnderMine,"

                                                        Switch
                                                    
",83,"
7.7
","
Thorium Entertainment ",ActionAction AdventureGeneral
Shadow Tactics: Blades of the Shogun - Aiko's Choice,"

                                                        PC
                                                    
",83,"
8.5
","
Mimimi Productions, Mimimi Games ",StrategyReal-TimeTactics
The Great Ace Attorney Chronicles,"

                                                        PC
                                                    
",83,"
6.9
","
Capcom ",MiscellaneousCompilation
Pathfinder: Wrath of the Righteous,"

                                                        PC
                                                    
",83,"
7.6
","
Owlcat Games ",Role-PlayingAction RPG
Demeo,"

                                                        PC
                                                    
",83,"
7.9
","
Resolution Games ",StrategyTurn-BasedTactics
Star Wars: Knights of the Old Republic,"

                                                        Switch
                                                    
",83,"
8.0
","
Aspyr ",Role-PlayingGeneralWestern-Style
Resident Evil Village,"

                                                        PC
                                                    
",83,"
8.4
","
Capcom ",Action AdventureSurvival
Atelier Mysterious Trilogy Deluxe Pack,"

                                                        Switch
                                                    
",82,"
7.1
","
Gust ",MiscellaneousCompilation
Chivalry 2,"

                                                        PC
                                                    
",82,"
5.0
","
Torn Banner Studios ",ActionBeat-'Em-Up3D
Lost Judgment,"

                                                        PlayStation 5
                                                    
",82,"
8.7
","
SegaSoft, Ryu ga Gotoku Studios ",Action AdventureOpen-World
Kaze and the Wild Masks,"

                                                        PC
                                                    
",82,"
7.8
","
Vox Game Studio, PixelHive ",ActionGeneralPlatformer2D
Rainbow Billy: The Curse of the Leviathan,"

                                                        PC
                                                    
",82,"
8.4
","
ManaVoid Entertainment Inc. ",ActionAction AdventureGeneralPlatformer2D
Yakuza 6: The Song of Life,"

                                                        PC
                                                    
",82,"
7.8
","
Ryu ga Gotoku Studios ",Action AdventureOpen-World
Espgaluda II -Be Ascension. The Third Bright Stone of Birth-,"

                                                        Switch
                                                    
",82,"
tbd
","
Cave ",ActionShooterShoot-'Em-UpVertical
Ghosts 'n Goblins Resurrection,"

                                                        Xbox One
                                                    
",82,"
5.7
","
Capcom ",ActionPlatformer2D
Tales of Arise,"

                                                        PlayStation 4
                                                    
",82,"
8.3
","
Bandai Namco Games ",Role-PlayingJapanese-Style
Tadpole Treble Encore,"

                                                        Switch
                                                    
",82,"
7.8
","
BitFinity ",AdventureGeneralActionRhythmMusic
Dreamscaper,"

                                                        Switch
                                                    
",82,"
6.6
","
Afterburner Studios ",Role-PlayingAction RPG
Shadowverse: Champion's Battle,"

                                                        Switch
                                                    
",82,"
8.0
","
Cygames ",StrategyTurn-BasedCard Battle
The Great Ace Attorney Chronicles,"

                                                        PlayStation 4
                                                    
",82,"
6.7
","
Capcom ",MiscellaneousCompilation
Eastward,"

                                                        PC
                                                    
",82,"
7.1
","
Pixpil ",Role-PlayingGeneral
The Life and Suffering of Sir Brante,"

                                                        PC
                                                    
",82,"
8.4
","
Sever ",AdventureText
Subnautica: Below Zero,"

                                                        PC
                                                    
",82,"
6.4
","
Unknown Worlds Entertainment ",AdventureGeneralAction AdventureSandbox
The Ramp,"

                                                        PC
                                                    
",82,"
tbd
","
Hyperparadise ",SportsIndividualSkate / Skateboard
Sky: Children of the Light,"

                                                        Switch
                                                    
",82,"
6.8
","
ThatGameCompany ",Action AdventureGeneral
Gloomhaven,"

                                                        PC
                                                    
",82,"
6.9
","
Flaming Fowl Studios ",StrategyMiscellaneousTurn-BasedBoard / Card GameTactics
The Vale: Shadow of the Crown,"

                                                        PC
                                                    
",82,"
8.1
","
Falling Squirrel ",Action AdventureGeneral
Astalon: Tears of the Earth,"

                                                        Switch
                                                    
",82,"
5.3
","
LABS Works ",ActionAction AdventurePlatformerOpen-WorldMetroidvania
Outer Wilds: Echoes of the Eye,"

                                                        PC
                                                    
",82,"
8.9
","
Mobius Digital, LLC ",Action AdventureOpen-World
Little Nightmares II,"

                                                        Switch
                                                    
",82,"
8.2
","
Tarsier Studios ",Action AdventureLinear
Archvale,"

                                                        PC
                                                    
",82,"
7.1
","
idoz & phops ",ActionShooterShoot-'Em-UpTop-Down
Animal Crossing: New Horizons - Happy Home Paradise,"

                                                        Switch
                                                    
",82,"
7.7
","
Nintendo ",SimulationVirtualVirtual Life
Knockout City,"

                                                        Xbox Series X
                                                    
",82,"
7.2
","
Electronic Arts ",SportsTeamOther
Little Nightmares II,"

                                                        PlayStation 4
                                                    
",82,"
8.6
","
Tarsier Studios ",Action AdventureLinear
Final Fantasy V Pixel Remaster,"

                                                        PC
                                                    
",82,"
7.5
","
Square Enix ",Role-PlayingJapanese-Style
Tainted Grail: Conquest,"

                                                        PC
                                                    
",82,"
7.4
","
Awaken Realms Digital, Awaken Realms ",Role-PlayingStrategyTurn-BasedAction RPGCard Battle
Roki,"

                                                        PlayStation 5
                                                    
",82,"
tbd
","
Polygon Treehouse ",AdventureGeneral
NEO: The World Ends With You,"

                                                        Switch
                                                    
",82,"
8.2
","
Square Enix, h.a.n.d. Inc. ",Role-PlayingAction RPG
SOLAS 128,"

                                                        Switch
                                                    
",82,"
tbd
","
Amicable Animal ",PuzzleGeneral
Chernobylite,"

                                                        Xbox One
                                                    
",82,"
6.9
","
The Farm 51 ",Action AdventureSurvival
Circuit Superstars,"

                                                        PC
                                                    
",82,"
5.6
","
Original Fire Games ",RacingArcadeAutomobile
Monster Hunter Stories 2: Wings of Ruin,"

                                                        PC
                                                    
",82,"
7.3
","
Capcom ",Role-PlayingJapanese-Style
Gnosia,"

                                                        Switch
                                                    
",82,"
8.2
","
Petit Depotto ",AdventureVisual Novel
Loop Hero,"

                                                        PC
                                                    
",82,"
8.0
","
Four Quarters ",Role-PlayingGeneral
Cyber Shadow,"

                                                        Switch
                                                    
",82,"
7.5
","
Mechanical Head Studios ",ActionPlatformer2D
Fuga: Melodies of Steel,"

                                                        Switch
                                                    
",82,"
8.1
","
CyberConnect2 ",Role-PlayingGeneral
Cyber Shadow,"

                                                        PC
                                                    
",82,"
7.1
","
Aarne ""MekaSkull"" Hunziker ",ActionPlatformer2D
Umurangi Generation,"

                                                        Switch
                                                    
",81,"
7.0
","
ORIGAME DIGITAL ",AdventureGeneral3DFirst-Person
Doki Doki Literature Club Plus!,"

                                                        PC
                                                    
",81,"
8.8
","
Team Salvato ",AdventureVisual Novel
Final Fantasy VII Remake Intergrade: Episode INTERmission,"

                                                        PlayStation 5
                                                    
",81,"
8.3
","
Square Enix ",Role-PlayingAction RPG
Star Wars Pinball VR,"

                                                        PC
                                                    
",81,"
tbd
","
Zen Studios ",ActionPinball
GRIME,"

                                                        PC
                                                    
",81,"
7.9
","
Funnel Entertainment, Clover Bite ",ActionGeneralRole-PlayingAction RPG
Quake Remastered,"

                                                        PC
                                                    
",81,"
8.3
","
id Software, MachineGames ",ActionShooterFirst-PersonArcade
The Kids We Were: Complete Edition,"

                                                        Switch
                                                    
",81,"
tbd
","
GAGEX Co.,Ltd. ",AdventureGeneral
Life is Strange: True Colors,"

                                                        PC
                                                    
",81,"
6.7
","
Deck Nine Games ",Action AdventureGeneral
Diablo II: Resurrected,"

                                                        PlayStation 5
                                                    
",81,"
3.9
","
Blizzard Entertainment ",Role-PlayingAction RPG
Cotton Reboot!,"

                                                        Switch
                                                    
",81,"
7.6
","
Rocket-Engine Co.,Ltd., Sangatu Usagi no Mori ",ActionShooterShoot-'Em-UpHorizontal
MLB The Show 21,"

                                                        Xbox Series X
                                                    
",81,"
6.9
","
Sony Interactive Entertainment San Diego Studio ",SportsTeamBaseballSim
The Sims 4: Cottage Living,"

                                                        PC
                                                    
",81,"
5.4
","
Maxis ",SimulationVirtualVirtual Life
Dodgeball Academia,"

                                                        Switch
                                                    
",81,"
8.2
","
Pocket Trap ",SportsIndividualOther
Trials of Fire,"

                                                        PC
                                                    
",81,"
6.9
","
Whatboy Games ",StrategyTurn-BasedTactics
Everhood,"

                                                        Switch
                                                    
",81,"
7.7
","
Foreign Gnomes ",Action AdventureLinear
Fly Together!,"

                                                        Switch
                                                    
",81,"
tbd
","
Northplay ApS ",StrategyManagementBusiness / Tycoon
Boomerang X,"

                                                        PC
                                                    
",81,"
7.2
","
DANG! ",GeneralActionShooterFirst-PersonArcade
Life is Strange: True Colors,"

                                                        PlayStation 5
                                                    
",81,"
6.7
","
Deck Nine Games ",Action AdventureGeneral
The Legend of Heroes: Trails of Cold Steel IV,"

                                                        Switch
                                                    
",81,"
7.9
","
Falcom ",Role-PlayingJapanese-Style
Okinawa Rush,"

                                                        Switch
                                                    
",81,"
6.5
","
Storybird ",ActionPlatformerBeat-'Em-Up2D
Tails of Iron,"

                                                        PlayStation 5
                                                    
",81,"
7.0
","
Odd Bug Studio ",Role-PlayingAction RPG
Overboard!,"

                                                        PC
                                                    
",81,"
tbd
","
inkle ",AdventureGeneral
Silicon Dreams,"

                                                        PC
                                                    
",81,"
tbd
","
Clockwork Bird ",ActionGeneralAdventure3DFirst-Person
The Yakuza Remastered Collection,"

                                                        Xbox One
                                                    
",81,"
8.3
","
Ryu ga Gotoku Studios ",MiscellaneousCompilation
Dungeon Encounters,"

                                                        Switch
                                                    
",81,"
6.6
","
Square Enix, Cattle Call ",Role-PlayingJapanese-Style
Cyber Shadow,"

                                                        Xbox One
                                                    
",81,"
7.4
","
Mechanical Head Studios ",ActionPlatformer2D
Happy Game,"

                                                        PC
                                                    
",81,"
7.4
","
Amanita Design ",AdventureGeneral
Crysis Remastered Trilogy,"

                                                        Xbox One
                                                    
",81,"
7.6
","
Crytek ",MiscellaneousCompilation
The Legend of Zelda: Skyward Sword HD,"

                                                        Switch
                                                    
",81,"
7.1
","
Tantalus, Nintendo ",Action AdventureOpen-World
Tails of Iron,"

                                                        PC
                                                    
",81,"
7.7
","
Odd Bug Studio ",Role-PlayingAction RPG
Monster Hunter Stories 2: Wings of Ruin,"

                                                        Switch
                                                    
",81,"
7.5
","
Capcom ",GeneralRole-PlayingJapanese-Style
Chivalry 2,"

                                                        Xbox Series X
                                                    
",81,"
6.0
","
Torn Banner Studios ",ActionBeat-'Em-Up3D
Littlewood,"

                                                        Switch
                                                    
",81,"
7.8
","
SmashGames ",AdventureGeneral
Resident Evil Village,"

                                                        PlayStation 4
                                                    
",81,"
8.4
","
Capcom ",Action AdventureSurvival
Exo One,"

                                                        PC
                                                    
",81,"
6.9
","
Exbleative ",SimulationAdventureGeneralSpaceCivilian
Genesis Noir,"

                                                        Xbox One
                                                    
",81,"
7.2
","
Feral Cat Den ",AdventureGeneralPoint-and-Click
Age of Empires IV,"

                                                        PC
                                                    
",81,"
7.6
","
Relic, Relic Entertainment ",StrategyReal-TimeCommand
Persona 5 Strikers,"

                                                        Switch
                                                    
",81,"
7.9
","
Omega Force, P-Studio ",Role-PlayingAction RPG
Rainbow Billy: The Curse of the Leviathan,"

                                                        Switch
                                                    
",81,"
6.8
","
ManaVoid Entertainment Inc. ",ActionAction AdventureGeneralPlatformer2D
Winds of Change,"

                                                        Switch
                                                    
",81,"
8.0
","
Klace ",AdventureVisual Novel
Genesis Noir,"

                                                        Switch
                                                    
",81,"
6.8
","
Fellow Traveller ",AdventureGeneralPoint-and-Click
Atelier Ryza 2: Lost Legends & the Secret Fairy,"

                                                        PlayStation 4
                                                    
",81,"
7.3
","
Gust ",Role-PlayingJapanese-Style
Ruined King: A League of Legends Story,"

                                                        Switch
                                                    
",81,"
7.3
","
Airship Syndicate Entertainment ",Role-PlayingGeneral
Death's Gambit: Afterlife,"

                                                        PC
                                                    
",81,"
8.6
","
White Rabbit Interactive ",ActionRole-PlayingPlatformerAction RPGMetroidvania
Unpacking,"

                                                        Xbox One
                                                    
",81,"
7.0
","
Witch Beam ",PuzzleActionGeneral
Kena: Bridge of Spirits,"

                                                        PlayStation 5
                                                    
",81,"
8.5
","
Emberlab ",Open-WorldAction AdventureGeneral
