name,platform,metascore,userscore,developer,genre
DOOM Eternal,"

                                                        PlayStation 4
                                                    
",87,"
8.9
","
id Software ",ActionShooterFirst-PersonArcade
Grindstone,"

                                                        Switch
                                                    
",87,"
7.4
","
Capy Games ",PuzzleGeneralMatching
Huntdown,"

                                                        Xbox One
                                                    
",87,"
5.7
","
Coffee Stain Studios, Easy Trigger Games ",ActionGeneralPlatformer2D
Monster Hunter: World - Iceborne,"

                                                        PC
                                                    
",87,"
7.8
","
Capcom ",Role-PlayingAction RPG
Persona 4 Golden,"

                                                        PC
                                                    
",87,"
8.9
","
Atlus ",Role-PlayingJapanese-Style
Streets of Rage 4,"

                                                        Switch
                                                    
",87,"
8.4
","
DotEmu, Seaven Studio, Guard Crush Games, Lizardcube ",GeneralActionBeat-'Em-Up2D
Spelunky 2,"

                                                        PlayStation 4
                                                    
",87,"
7.8
","
Mossmouth, Bitworks ",ActionPlatformer2D
F1 2020,"

                                                        PlayStation 4
                                                    
",86,"
7.8
","
Codemasters ",RacingSimulationAutomobile
Death Stranding,"

                                                        PC
                                                    
",86,"
7.8
","
Kojima Productions ",ActionAction AdventureGeneralOpen-World
Panzer Corps 2,"

                                                        PC
                                                    
",86,"
5.9
","
Flashback Games ",StrategyTurn-BasedTactics
Desperados III,"

                                                        PC
                                                    
",86,"
8.2
","
Mimimi Productions ",StrategyReal-TimeTactics
Monster Train,"

                                                        PC
                                                    
",86,"
8.2
","
Shiny Shoe ",StrategyTurn-BasedCard Battle
Cuphead,"

                                                        PlayStation 4
                                                    
",86,"
8.3
","
Studio MDHR ",ActionPlatformer2D
Huntdown,"

                                                        Switch
                                                    
",86,"
8.2
","
Coffee Stain Studios, Easy Trigger Games ",ActionGeneralPlatformer2D
Cyberpunk 2077,"

                                                        PC
                                                    
",86,"
7.0
","
CD Projekt Red Studio ",Action RPGRole-PlayingAction RPG
Risk of Rain 2,"

                                                        PC
                                                    
",85,"
8.3
","
Hopoo Games ",ActionShooterThird-PersonArcade
Deep Rock Galactic,"

                                                        PC
                                                    
",85,"
8.2
","
Ghost Ship Games ",ActionShooterFirst-PersonArcade
Wasteland 3,"

                                                        PC
                                                    
",85,"
7.6
","
InXile Entertainment ",Role-PlayingWestern-Style
13 Sentinels: Aegis Rim,"

                                                        PlayStation 4
                                                    
",85,"
8.9
","
Vanillaware ",Role-PlayingAction RPGAdventureGeneral
Bug Fables: The Everlasting Sapling,"

                                                        Switch
                                                    
",85,"
8.2
","
Moonsprout Games ",Action AdventureGeneralRole-PlayingAction RPG
Marvel's Spider-Man: Miles Morales,"

                                                        PlayStation 5
                                                    
",85,"
7.6
","
Insomniac Games ",Action AdventureOpen-World
Huntdown,"

                                                        PC
                                                    
",85,"
7.7
","
Coffee Stain Studios, Easy Trigger Games ",ActionGeneralPlatformer2D
Warframe,"

                                                        PlayStation 5
                                                    
",85,"
7.7
","
Digital Extremes ",ActionShooterThird-PersonArcade
Planet Coaster: Console Edition,"

                                                        Xbox One
                                                    
",85,"
7.4
","
Frontier Developments ",StrategyManagementBusiness / Tycoon
Nioh 2,"

                                                        PlayStation 4
                                                    
",85,"
7.9
","
Team Ninja ",Role-PlayingAction RPG
Bayonetta & Vanquish,"

                                                        PlayStation 4
                                                    
",85,"
9.1
","
PlatinumGames ",MiscellaneousCompilation
Two Point Hospital,"

                                                        Switch
                                                    
",85,"
8.1
","
Two Point Studios ",SimulationStrategyManagementVirtualCareerBusiness / Tycoon
Pikmin 3 Deluxe,"

                                                        Switch
                                                    
",85,"
8.5
","
Eighting, Nintendo ",StrategyReal-TimeGeneral
Heroes of Hammerwatch - Ultimate Edition,"

                                                        Switch
                                                    
",85,"
7.5
","
Crackshell ",Role-PlayingAction RPG
Football Manager 2021,"

                                                        PC
                                                    
",85,"
6.4
","
Sports Interactive ",SportsTeamSoccerManagement
Manifold Garden,"

                                                        PC
                                                    
",85,"
7.5
","
William Chyr Studio LLC ",Action AdventureGeneral
Desperados III,"

                                                        Xbox One
                                                    
",85,"
7.2
","
Mimimi Productions ",StrategyReal-TimeTactics
Crash Bandicoot 4: It's About Time,"

                                                        PlayStation 4
                                                    
",85,"
8.0
","
Toys for Bob ",ActionPlatformer3D
Assassin's Creed Valhalla,"

                                                        PlayStation 5
                                                    
",84,"
7.7
","
Ubisoft Montreal ",Action AdventureOpen-World
Kentucky Route Zero: TV Edition,"

                                                        Xbox One
                                                    
",84,"
5.9
","
Cardboard Computer ",AdventureGeneral
Devil May Cry 5: Special Edition,"

                                                        Xbox Series X
                                                    
",84,"
7.8
","
Capcom ",Action AdventureGeneral
Lonely Mountains: Downhill,"

                                                        Switch
                                                    
",84,"
7.4
","
Megagon Industries ",SportsIndividualBiking
Thronebreaker: The Witcher Tales,"

                                                        Switch
                                                    
",84,"
7.1
","
CD Projekt Red Studio ",StrategyTurn-BasedCard Battle
If Found...,"

                                                        PC
                                                    
",84,"
6.8
","
dreamfeel ",AdventureVisual Novel
Horizon Zero Dawn: Complete Edition,"

                                                        PC
                                                    
",84,"
6.9
","
Guerrilla ",Role-PlayingAction AdventureAction RPGOpen-World
Wasteland 3,"

                                                        Xbox One
                                                    
",84,"
7.6
","
InXile Entertainment ",Role-PlayingWestern-Style
Planet Coaster: Console Edition,"

                                                        Xbox Series X
                                                    
",84,"
5.4
","
Frontier Developments ",StrategyManagementBusiness / Tycoon
WHAT THE GOLF?,"

                                                        Switch
                                                    
",84,"
8.1
","
Triband ",SportsIndividualGolfArcade
Assassin's Creed Valhalla,"

                                                        Xbox Series X
                                                    
",84,"
7.7
","
Ubisoft Montreal ",Action AdventureOpen-World
Yakuza: Like a Dragon,"

                                                        PlayStation 4
                                                    
",84,"
8.1
","
Ryu ga Gotoku Studios ",Role-PlayingJapanese-Style
Overcooked! All You Can Eat,"

                                                        PlayStation 5
                                                    
",84,"
7.0
","
Ghost Town Games Ltd. ",MiscellaneousCompilation
Streets of Rage 4,"

                                                        PC
                                                    
",84,"
7.8
","
Lizardcube ",ActionBeat-'Em-Up2D
BioShock: The Collection,"

                                                        Switch
                                                    
",84,"
8.3
","
2K Games, Virtuos ",MiscellaneousCompilation
The Legend of Heroes: Trails of Cold Steel III,"

                                                        Switch
                                                    
",84,"
8.1
","
Falcom, Engine Software ",Role-PlayingJapanese-Style
Two Point Hospital,"

                                                        Xbox One
                                                    
",84,"
6.6
","
Two Point Studios ",SimulationStrategyManagementVirtualCareerBusiness / Tycoon
Lair of the Clockwork God,"

                                                        PC
                                                    
",84,"
7.5
","
Size Five Games ",AdventureGeneral
Marvel's Spider-Man: Miles Morales,"

                                                        PlayStation 4
                                                    
",84,"
7.7
","
Insomniac Games ",Action AdventureOpen-World
Spiritfarer,"

                                                        PC
                                                    
",84,"
8.1
","
Thunder Lotus Games ",Action AdventureSandbox
Sega Ages: Fantasy Zone,"

                                                        Switch
                                                    
",84,"
7.9
","
M2, Rutubo Games ",ActionShooterShoot-'Em-UpHorizontal
Spiritfarer,"

                                                        Switch
                                                    
",84,"
8.2
","
Thunder Lotus Games ",Action AdventureSandbox
To the Moon,"

                                                        Switch
                                                    
",84,"
8.2
","
Freebird Games, X.D. Network Inc. ",AdventureGeneral
Resident Evil 3,"

                                                        Xbox One
                                                    
",84,"
6.4
","
Capcom, M-Two ",Action AdventureSurvival
Genshin Impact,"

                                                        PC
                                                    
",84,"
4.1
","
miHoYo ",Role-PlayingAction RPG
Yakuza: Like a Dragon,"

                                                        Xbox Series X
                                                    
",83,"
8.4
","
Ryu ga Gotoku Studios ",Role-PlayingJapanese-Style
Chicken Police - Paint it RED!,"

                                                        Xbox One
                                                    
",83,"
6.4
","
The Wild Gentlemen ",AdventureVisual Novel
Ghost of Tsushima,"

                                                        PlayStation 4
                                                    
",83,"
9.1
","
Sucker Punch ",GeneralAction AdventureOpen-World
Astro's Playroom,"

                                                        PlayStation 5
                                                    
",83,"
9.2
","
JapanStudio, Team Asobi ",ActionPlatformer3D
Bayonetta & Vanquish,"

                                                        Xbox One
                                                    
",83,"
9.1
","
PlatinumGames ",MiscellaneousCompilation
Crash Bandicoot 4: It's About Time,"

                                                        Xbox One
                                                    
",83,"
8.4
","
Toys for Bob ",ActionPlatformer3D
MLB The Show 20,"

                                                        PlayStation 4
                                                    
",83,"
6.3
","
SCEA San Diego Studios ",SportsTeamBaseballSim
Sackboy: A Big Adventure,"

                                                        PlayStation 4
                                                    
",83,"
7.9
","
Sumo Digital ",ActionPlatformer3D
DIRT 5,"

                                                        Xbox One
                                                    
",83,"
6.0
","
Codemasters ",RacingSimulationAutomobile
Observer: System Redux,"

                                                        PC
                                                    
",83,"
7.0
","
Bloober Team ",Adventure3DFirst-Person
Knights and Bikes,"

                                                        Switch
                                                    
",83,"
5.5
","
Foam Sword Games ",Action AdventureGeneral
Mega Man Zero / ZX Legacy Collection,"

                                                        Switch
                                                    
",83,"
8.4
","
Capcom, Access Games ",MiscellaneousCompilation
Yakuza: Like a Dragon,"

                                                        PC
                                                    
",83,"
7.8
","
Ryu ga Gotoku Studios ",Role-PlayingJapanese-Style
Creaks,"

                                                        PlayStation 4
                                                    
",83,"
7.1
","
Amanita Design ",AdventureGeneral
Super Mega Baseball 3,"

                                                        Xbox One
                                                    
",83,"
7.0
","
Metalhead Software ",SportsTeamBaseballArcade
World of Warcraft: Shadowlands,"

                                                        PC
                                                    
",83,"
3.0
","
Blizzard Entertainment ",Role-PlayingMiscellaneousMassively MultiplayerBoard / Card Game
WRC 9 FIA World Rally Championship,"

                                                        Xbox One
                                                    
",83,"
4.8
","
KT Racing ",RacingSimulationAutomobile
Spiritfarer,"

                                                        PlayStation 4
                                                    
",83,"
7.9
","
Thunder Lotus Games ",Action AdventureSandbox
Disc Room,"

                                                        PC
                                                    
",83,"
7.1
","
Terri, Dose, Kitty, and JW ",PuzzleActionGeneral
Chicken Police - Paint it RED!,"

                                                        Switch
                                                    
",83,"
6.6
","
HandyGames ",AdventureVisual Novel
Sega Ages: Sonic the Hedgehog 2,"

                                                        Switch
                                                    
",83,"
8.1
","
Sonic Team, M2 ",ActionPlatformer2D
Tales From Off-Peak City Vol. 1,"

                                                        PC
                                                    
",83,"
8.3
","
Cosmo D Studios ",AdventureGeneral3DFirst-Person
The Last Campfire,"

                                                        Switch
                                                    
",83,"
7.6
","
Hello Games ",PuzzleAction
Crown Trick,"

                                                        PC
                                                    
",83,"
7.4
","
NExT Studios ",Role-PlayingRoguelike
Code:Realize - Guardian of Rebirth,"

                                                        Switch
                                                    
",83,"
6.8
","
Otomate ",AdventureVisual Novel
Command & Conquer Remastered Collection,"

                                                        PC
                                                    
",82,"
8.7
","
Petroglyph ",MiscellaneousCompilation
Freedom Finger,"

                                                        PlayStation 4
                                                    
",82,"
7.6
","
Wide Right Interactive ",ActionShooterShoot-'Em-UpHorizontal
Street Fighter V: Champion Edition,"

                                                        PlayStation 4
                                                    
",82,"
6.0
","
Capcom ",ActionFighting2D
No More Heroes,"

                                                        Switch
                                                    
",82,"
8.1
","
Engine Software, Grasshopper Manufacture ",ActionBeat-'Em-Up3D
Streets of Rage 4,"

                                                        Xbox One
                                                    
",82,"
7.9
","
BlitWorks, Lizardcube ",ActionBeat-'Em-Up2D
Katamari Damacy REROLL,"

                                                        PlayStation 4
                                                    
",82,"
6.6
","
Bandai Namco Games ",Action AdventureGeneral
Sam & Max Save the World Remastered,"

                                                        PC
                                                    
",82,"
5.4
","
Skunkape Games ",AdventurePoint-and-Click
Yakuza 5 Remastered,"

                                                        PlayStation 4
                                                    
",82,"
8.0
","
Ryu ga Gotoku Studios ",Action AdventureOpen-World
SnowRunner,"

                                                        PC
                                                    
",82,"
6.7
","
Saber Interactive ",SimulationRacingArcadeVehicleAutomobileCivilian
SUPERHOT: MIND CONTROL DELETE,"

                                                        Xbox One
                                                    
",82,"
5.7
","
SUPERHOT ",ActionShooterFirst-PersonTactical
CrossCode,"

                                                        Switch
                                                    
",82,"
7.9
","
Radical Fish Games ",Role-PlayingAction RPG
Ruiner,"

                                                        Switch
                                                    
",82,"
7.9
","
Reikon Games ",ActionGeneralShooterThird-PersonArcade
One Step From Eden,"

                                                        PC
                                                    
",82,"
8.5
","
Thomas Moon Kang ",StrategyReal-TimeDefense
No More Heroes 2: Desperate Struggle,"

                                                        Switch
                                                    
",82,"
8.0
","
Engine Software, Grasshopper Manufacture ",ActionBeat-'Em-Up3D
Gears Tactics,"

                                                        Xbox Series X
                                                    
",82,"
7.4
","
Splash Damage ",StrategyTurn-BasedTactics
Desperados III,"

                                                        PlayStation 4
                                                    
",82,"
7.8
","
Mimimi Productions ",StrategyReal-TimeTactics
Assassin's Creed Valhalla,"

                                                        PC
                                                    
",82,"
7.5
","
Ubisoft Montreal ",Action AdventureOpen-World
Bloodstained: Curse of the Moon 2,"

                                                        Switch
                                                    
",82,"
8.2
","
Inti Creates ",ActionAction AdventurePlatformerOpen-World2D
Huntdown,"

                                                        PlayStation 4
                                                    
",82,"
7.7
","
Coffee Stain Studios, Easy Trigger Games ",ActionGeneralPlatformer2D
Super Mario 3D All-Stars,"

                                                        Switch
                                                    
",82,"
6.4
","
Nintendo ",MiscellaneousCompilation
Gears 5: Hivebusters,"

                                                        Xbox One
                                                    
",82,"
7.7
","
The Coalition ",ActionShooterThird-PersonArcade
Batbarian: Testament of the Primordials,"

                                                        PC
                                                    
",82,"
8.8
","
Unspeakable Pixels ",Action AdventureGeneral
Under Night In-Birth Exe:Late[cl-r],"

                                                        Switch
                                                    
",82,"
7.3
","
French-Bread ",ActionFighting2D
Creaks,"

                                                        PC
                                                    
",82,"
8.2
","
Amanita Design ",AdventureGeneral
Assassin's Creed Valhalla,"

                                                        Xbox One
                                                    
",82,"
7.1
","
Ubisoft, Ubisoft Montreal ",Action AdventureOpen-World
The Sims 4: Eco Lifestyle,"

                                                        PC
                                                    
",82,"
3.5
","
Maxis ",SimulationVirtualVirtual Life
Horace,"

                                                        Switch
                                                    
",82,"
7.8
","
Paul Helman ",AdventureGeneral
Borderlands Legendary Collection,"

                                                        Switch
                                                    
",82,"
8.1
","
Gearbox Publishing, Turn Me Up Games ",MiscellaneousCompilation
Devil May Cry 3: Special Edition,"

                                                        Switch
                                                    
",82,"
7.6
","
Capcom ",Action AdventureLinear
Streets of Rage 4,"

                                                        PlayStation 4
                                                    
",82,"
8.1
","
Seaven Studio, Guard Crush Games, Lizardcube ",ActionBeat-'Em-Up2D
Two Point Hospital,"

                                                        PlayStation 4
                                                    
",82,"
7.1
","
Two Point Studios ",SimulationStrategyManagementVirtualCareerBusiness / Tycoon
EA SPORTS UFC 4,"

                                                        Xbox One
                                                    
",82,"
2.0
","
Electronic Arts ",SportsIndividualCombatBoxing / Martial Arts
WRC 9 FIA World Rally Championship,"

                                                        PlayStation 5
                                                    
",82,"
7.5
","
KT Racing ",RacingSimulationAutomobile
Filament,"

                                                        PC
                                                    
",82,"
7.5
","
Beard Envy ",AdventurePuzzleActionGeneral
MotoGP 20,"

                                                        Xbox One
                                                    
",82,"
6.4
","
Milestone S.r.l, Dorna Sports S.L. ",RacingSimulationArcadeAutomobile
Ys Origin,"

                                                        Switch
                                                    
",82,"
7.9
","
Falcom ",Role-PlayingAction RPG
Chicken Police - Paint it RED!,"

                                                        PC
                                                    
",82,"
7.8
","
The Wild Gentlemen ",AdventureVisual Novel
Tom Clancy's The Division 2: Warlords of New York,"

                                                        Xbox One
                                                    
",82,"
2.9
","
Massive Entertainment ",ActionShooterThird-PersonTactical
Clubhouse Games: 51 Worldwide Classics,"

                                                        Switch
                                                    
",82,"
7.7
","
Nintendo, Nd Cube ",MiscellaneousParty / Minigame
Sakuna: Of Rice and Ruin,"

                                                        PC
                                                    
",82,"
7.3
","
Edelweiss ",Role-PlayingAction RPG
Welcome to Elk,"

                                                        PC
                                                    
",82,"
7.2
","
Triple Topping Games ",AdventureGeneralPoint-and-Click
Pixel Ripped 1995,"

                                                        PlayStation 4
                                                    
",82,"
6.6
","
Arvore Immersive Experiences, LLC ",MiscellaneousParty / Minigame
Call of the Sea,"

                                                        Xbox One
                                                    
",81,"
7.6
","
Out of the Blue, Inc., Out of the Blue Games S.L. ",Adventure3DFirst-Person
Fuser,"

                                                        PlayStation 4
                                                    
",81,"
7.2
","
Harmonix Music Systems ",ActionRhythmMusic
Tokyo Mirage Sessions #FE Encore,"

                                                        Switch
                                                    
",81,"
6.3
","
Atlus ",Role-PlayingJapanese-Style
Paradise Killer,"

                                                        Switch
                                                    
",81,"
8.0
","
Kaizen Game Works ",AdventureVisual Novel
Remnant: From the Ashes - Swamps of Corsus,"

                                                        PC
                                                    
",81,"
6.6
","
Gunfire Games ",ActionShooterThird-PersonArcade
Ghostrunner,"

                                                        PC
                                                    
",81,"
8.2
","
ONE MORE LEVEL ",ActionAdventureGeneralPlatformer3D
Jet Lancer,"

                                                        Switch
                                                    
",81,"
tbd
","
Vladimir Fedyushkin ",ActionShooterShoot-'Em-UpVertical
Hunt: Showdown,"

                                                        PlayStation 4
                                                    
",81,"
6.9
","
Crytek ",Sci-FiThird-PersonArcadeActionShooterFirst-PersonTactical
Aviary Attorney: Definitive Edition,"

                                                        Switch
                                                    
",81,"
8.0
","
Sketchy Logic ",AdventureVisual Novel
Paradise Killer,"

                                                        PC
                                                    
",81,"
7.6
","
Kaizen Game Works ",GeneralAdventureVisual Novel
The Pedestrian,"

                                                        PC
                                                    
",81,"
7.6
","
Skookum Arts LLC, Skookum Arts ",PuzzleAction
Suzerain,"

                                                        PC
                                                    
",81,"
8.0
","
Torpor Games ",AdventureGeneralStrategyTurn-Based4X
Bloodroots,"

                                                        PlayStation 4
                                                    
",81,"
6.4
","
Paper Cult ",ActionBeat-'Em-Up3D
Operencia: The Stolen Sun,"

                                                        Switch
                                                    
",81,"
7.7
","
Zen Studios ",Role-PlayingAction RPG
Wunderling,"

                                                        Switch
                                                    
",81,"
8.0
","
Retroid ",ActionAdventureGeneralPlatformer2D
Rune Factory 4 Special,"

                                                        Switch
                                                    
",81,"
8.0
","
Neverland, HAKAMA ",Role-PlayingStrategyGeneralAction RPG
Fuser,"

                                                        Xbox One
                                                    
",81,"
7.8
","
Harmonix Music Systems ",ActionRhythmMusic
DIRT 5,"

                                                        Xbox Series X
                                                    
",81,"
6.2
","
Codemasters ",RacingSimulationAutomobile
SnowRunner,"

                                                        Xbox One
                                                    
",81,"
6.9
","
Saber Interactive ",SimulationRacingArcadeVehicleAutomobileCivilian
SnowRunner,"

                                                        PlayStation 4
                                                    
",81,"
7.0
","
Saber Interactive ",SimulationRacingArcadeVehicleAutomobileCivilian
CrossCode,"

                                                        PlayStation 4
                                                    
",81,"
7.3
","
Radical Fish Games ",Role-PlayingAction RPG
The Walking Dead: Saints & Sinners,"

                                                        PC
                                                    
",81,"
7.9
","
Skydance Interactive ",ActionAction AdventureGeneralSurvival
Going Under,"

                                                        Switch
                                                    
",81,"
7.2
","
AggroCrab ",Action AdventureGeneral
Genshin Impact,"

                                                        PlayStation 4
                                                    
",81,"
4.6
","
miHoYo ",Role-PlayingAction RPG
The Legend of Heroes: Trails of Cold Steel IV,"

                                                        PlayStation 4
                                                    
",81,"
8.6
","
Falcom ",Role-PlayingJapanese-Style
Visage,"

                                                        PC
                                                    
",81,"
3.7
","
SadSquare Studio ",Action AdventureSurvival
Embracelet,"

                                                        Switch
                                                    
",81,"
7.6
","
machineboy ",AdventurePuzzleAction3DThird-Person
Neon Abyss,"

                                                        Xbox One
                                                    
",81,"
6.8
","
Veewo Games ",ActionPlatformer2D
The Pathless,"

                                                        PC
                                                    
",81,"
7.6
","
Giant Squid ",Action AdventureGeneralOpen-World
Necrobarista,"

                                                        PC
                                                    
",81,"
6.3
","
Route 59 Games ",ActionAdventureGeneralVisual Novel
Immortals Fenyx Rising,"

                                                        Xbox Series X
                                                    
",81,"
7.7
","
Ubisoft Quebec ",Action AdventureOpen-World
PHOGS!,"

                                                        Xbox One
                                                    
",81,"
5.6
","
Coatsink Software ",Adventure3DThird-Person
Nowhere Prophet,"

                                                        Switch
                                                    
",81,"
6.2
","
Sharkbomb Studios ",StrategyTurn-BasedCard Battle
Get Packed,"

                                                        Stadia
                                                    
",81,"
7.7
","
Moonshine Studios ",PuzzleActionGeneral
Creature in the Well,"

                                                        PlayStation 4
                                                    
",81,"
6.7
","
Flight School Studio ",Action AdventureGeneral
Planet Coaster: Console Edition,"

                                                        PlayStation 5
                                                    
",81,"
6.3
","
Frontier Developments ",StrategyManagementBusiness / Tycoon
Disc Room,"

                                                        Switch
                                                    
",81,"
tbd
","
Terri, Dose, Kitty, and JW ",PuzzleActionGeneral
Fall Guys,"

                                                        PlayStation 4
                                                    
",81,"
6.9
","
Mediatonic ",MiscellaneousParty / Minigame
WRC 9 FIA World Rally Championship,"

                                                        PlayStation 4
                                                    
",81,"
5.5
","
KT Racing ",RacingSimulationAutomobile
AVICII Invector Encore Edition,"

                                                        Switch
                                                    
",81,"
7.7
","
Wired Productions ",ActionRhythmMusic
Catherine: Full Body,"

                                                        Switch
                                                    
",80,"
8.0
","
Atlus, Studio Zero ",Action AdventureSurvival
Gears Tactics,"

                                                        PC
                                                    
",80,"
7.6
","
Splash Damage, The Coalition ",StrategyTurn-BasedTactics
The Last Campfire,"

                                                        PC
                                                    
",80,"
8.4
","
Hello Games ",AdventurePuzzleActionGeneral
Metro Redux,"

                                                        Switch
                                                    
",80,"
8.2
","
4A Games ",MiscellaneousCompilation
Vitamin Connection,"

                                                        Switch
                                                    
",80,"
7.5
","
WayForward ",ActionGeneral
Amnesia: Rebirth,"

                                                        PC
                                                    
",80,"
6.4
","
Frictional Games ",Action AdventureSurvival
Assassin's Creed Valhalla,"

                                                        PlayStation 4
                                                    
",80,"
7.3
","
Ubisoft, Ubisoft Montreal ",Action AdventureOpen-World
Monster Prom 2: Monster Camp,"

                                                        PC
                                                    
",80,"
7.2
","
Beautiful Glitch ",AdventureVisual Novel
Under Night In-Birth Exe:Late[cl-r],"

                                                        PlayStation 4
                                                    
",80,"
6.4
","
French-Bread ",ActionFighting2D
Going Under,"

                                                        PlayStation 4
                                                    
",80,"
6.3
","
AggroCrab ",Action AdventureGeneral
Sakuna: Of Rice and Ruin,"

                                                        Switch
                                                    
",80,"
8.2
","
Edelweiss ",Role-PlayingAction RPG
Crown Trick,"

                                                        Switch
                                                    
",80,"
7.4
","
NExT Studios ",Role-PlayingRoguelike
Mega Man Zero / ZX Legacy Collection,"

                                                        Xbox One
                                                    
",80,"
7.9
","
Capcom, Access Games ",MiscellaneousCompilation
Super Mega Baseball 3,"

                                                        PlayStation 4
                                                    
",80,"
6.9
","
Metalhead Software ",SportsTeamBaseballArcade
Neon Abyss,"

                                                        PlayStation 4
                                                    
",80,"
7.2
","
Veewo Games ",ActionPlatformer2D
