name,platform,metascore,userscore,developer,genre
The Swapper,"

                                                        PC
                                                    
",87,"
8.6
","
Facepalm Games ",ActionPlatformerPlatformer2D2D
Tomb Raider,"

                                                        PlayStation 3
                                                    
",87,"
8.3
","
Crystal Dynamics, Nixxes Software ",Action AdventureModernGeneralModernLinear
Rayman Legends,"

                                                        PlayStation Vita
                                                    
",87,"
8.4
","
Ubisoft Montpellier ",ActionPlatformerPlatformer2D2D
Tearaway,"

                                                        PlayStation Vita
                                                    
",87,"
8.9
","
Media Molecule ",GeneralActionAdventureGeneralPlatformer3D
MLB 13: The Show,"

                                                        PlayStation 3
                                                    
",87,"
7.9
","
SCEA San Diego Studios ",SportsTraditionalTeamBaseballSimSim
FIFA 14,"

                                                        PlayStation 4
                                                    
",87,"
6.3
","
EA Canada ",SportsTraditionalTeamSoccerSimSim
Hotline Miami,"

                                                        PlayStation 3
                                                    
",87,"
8.3
","
Abstraction Games, Dennaton ",ActionAction AdventureGeneralGeneralLinear
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,"

                                                        Xbox 360
                                                    
",87,"
7.6
","
Gaijin Games ",ActionMiscellaneousRhythmMusicMusic
Pinball FX 2: Star Wars Pinball,"

                                                        Xbox 360
                                                    
",87,"
6.4
","
Zen Studios ",ActionMiscellaneousParlorPinballPinball
Europa Universalis IV,"

                                                        PC
                                                    
",87,"
8.7
","
Paradox Development Studio ",StrategyReal-TimeHistoricGeneralHistoric
Diablo III,"

                                                        Xbox 360
                                                    
",87,"
6.6
","
Blizzard Entertainment ",Role-PlayingAction RPGAction RPG
Pikmin 3,"

                                                        Wii U
                                                    
",87,"
8.7
","
Nintendo ",StrategyReal-TimeFantasyGeneralFantasy
Velocity Ultra,"

                                                        PlayStation Vita
                                                    
",87,"
7.9
","
FuturLab ",ActionGeneralShooterScrollingShoot-'Em-UpVertical
NBA 2K14,"

                                                        Xbox 360
                                                    
",87,"
5.0
","
Visual Concepts ",SportsTraditionalTeamBasketballSimSim
Gone Home,"

                                                        PC
                                                    
",86,"
5.5
","
The Fullbright Company ",Sci-FiSci-FiAdventure3DFirst-Person
Pac-Man Championship Edition DX +,"

                                                        PC
                                                    
",86,"
7.6
","
Namco Bandai Games ",ActionGeneralGeneralArcade
Out of the Park Baseball 14,"

                                                        PC
                                                    
",86,"
8.2
","
Out Of The Park Developments ",SportsTraditionalTeamBaseballManagementManagementSim
Kentucky Route Zero,"

                                                        PC
                                                    
",86,"
7.1
","
Cardboard Computer ",AdventureGeneralGeneral
NBA 2K14,"

                                                        Xbox One
                                                    
",86,"
5.7
","
Visual Concepts ",SimSportsTraditionalTeamBasketballSim
Saints Row IV,"

                                                        PC
                                                    
",86,"
7.4
","
Volition Inc. ",Action AdventureModernModernOpen-World
Need for Speed: Most Wanted U,"

                                                        Wii U
                                                    
",86,"
7.5
","
Criterion Games ",DrivingRacingSimulationGT / StreetGT / StreetAutomobile
Tomb Raider,"

                                                        Xbox 360
                                                    
",86,"
8.5
","
Crystal Dynamics ",Action AdventureModernGeneralModernLinear
Borderlands 2: Tiny Tina's Assault on Dragon Keep,"

                                                        Xbox 360
                                                    
",86,"
8.3
","
Gearbox Software ",ActionShooterShooterFirst-PersonSci-FiSci-FiArcade
Starcraft II: Heart of the Swarm,"

                                                        PC
                                                    
",86,"
8.0
","
Blizzard Entertainment ",StrategyReal-TimeSci-FiSci-FiCommand
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,"

                                                        PlayStation 3
                                                    
",86,"
8.0
","
Gaijin Games ",ActionMiscellaneousRhythmMusicMusic
Brothers: A Tale of Two Sons,"

                                                        Xbox 360
                                                    
",86,"
8.7
","
Starbreeze ",Action AdventureFantasyFantasyLinear
Tomb Raider,"

                                                        PC
                                                    
",86,"
8.4
","
Crystal Dynamics, Nixxes Software ",Action AdventureModernGeneralModernLinear
DmC: Devil May Cry,"

                                                        Xbox 360
                                                    
",86,"
5.4
","
Ninja Theory ",ActionGeneralAction AdventureFantasyGeneralFantasyLinear
Assassin's Creed IV: Black Flag,"

                                                        Xbox 360
                                                    
",86,"
8.0
","
Ubisoft ",Action AdventureHistoricHistoricOpen-World
Minecraft: PlayStation 3 Edition,"

                                                        PlayStation 3
                                                    
",86,"
6.8
","
4J Studios, Mojang AB ",FantasyAction AdventureAdventure3DSandboxFirst-PersonFantasy
Diablo III,"

                                                        PlayStation 3
                                                    
",86,"
6.4
","
Blizzard Entertainment ",Role-PlayingAction RPGAction RPG
Rocksmith 2014 Edition,"

                                                        PlayStation 3
                                                    
",86,"
7.5
","
Ubisoft ",ActionMiscellaneousRhythmMusicMusic
FIFA 14,"

                                                        PlayStation 3
                                                    
",86,"
4.4
","
EA Canada ",Ice HockeySimSportsTraditionalTeamSoccerSimSim
XCOM: Enemy Within,"

                                                        PC
                                                    
",86,"
8.1
","
Firaxis Games ",Sci-FiStrategyTurn-BasedSci-FiGeneralTactics
Luigi's Mansion: Dark Moon,"

                                                        3DS
                                                    
",86,"
8.4
","
Next Level Games ",Action AdventureFantasyGeneralFantasy
Path of Exile,"

                                                        PC
                                                    
",86,"
7.9
","
Grinding Gear Games ",Action RPGRole-PlayingAction RPG
Ni no Kuni: Wrath of the White Witch,"

                                                        PlayStation 3
                                                    
",85,"
8.7
","
Level 5 ",GeneralRole-PlayingConsole-style RPGConsole-style RPGJapanese-Style
The Wolf Among Us: Episode 1 - Faith,"

                                                        PlayStation 3
                                                    
",85,"
7.9
","
Telltale Games ",Action AdventureAdventureFantasyGeneralFantasyPoint-and-Click
Battlefield 4,"

                                                        PlayStation 4
                                                    
",85,"
7.1
","
EA DICE ",ActionShooterShooterFirst-PersonModernModernArcade
NBA 2K14,"

                                                        PlayStation 4
                                                    
",85,"
6.5
","
Visual Concepts ",SportsTraditionalTeamBasketballSimSim
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,"

                                                        PC
                                                    
",85,"
8.1
","
Gaijin Games ",ActionMiscellaneousRhythmMusicMusic
Hotline Miami,"

                                                        PlayStation Vita
                                                    
",85,"
8.4
","
Abstraction Games, Dennaton ",ActionAction AdventureGeneralGeneralLinear
Dust: An Elysian Tail,"

                                                        PC
                                                    
",85,"
8.5
","
Humble Hearts ",ActionRole-PlayingAction RPGPlatformerAction RPG
DmC: Devil May Cry,"

                                                        PC
                                                    
",85,"
7.0
","
Ninja Theory, QLOC ",ActionGeneralAction AdventureFantasyGeneralFantasyLinear
The Wolf Among Us: Episode 1 - Faith,"

                                                        PC
                                                    
",85,"
8.8
","
Telltale Games ",Action AdventureAdventureFantasyGeneralFantasyPoint-and-Click
Rogue Legacy,"

                                                        PC
                                                    
",85,"
7.9
","
Cellar Door Games ",Role-PlayingGeneralActionPlatformerPlatformer2D2D
BattleBlock Theater,"

                                                        Xbox 360
                                                    
",85,"
7.9
","
The Behemoth ",ActionPlatformerPlatformer2D2D
Brothers: A Tale of Two Sons,"

                                                        PlayStation 3
                                                    
",85,"
8.6
","
Starbreeze ",Action AdventureFantasyFantasyLinear
Football Manager 2014,"

                                                        PC
                                                    
",85,"
5.7
","
Sports Interactive ",SportsTraditionalTeamSoccerManagementManagement
Sid Meier's Civilization V: Brave New World,"

                                                        PC
                                                    
",85,"
8.6
","
Firaxis Games ",StrategyTurn-BasedHistoricHistoric4X
Trials Evolution: Gold Edition,"

                                                        PC
                                                    
",85,"
6.9
","
RedLynx ",DrivingRacingArcadeMotorcycleOtherMotocrossMotocross
Terraria,"

                                                        PlayStation Vita
                                                    
",85,"
8.0
","
Engine Software ",ActionAction AdventurePlatformerPlatformerSandbox2D2D
DmC: Devil May Cry,"

                                                        PlayStation 3
                                                    
",85,"
5.6
","
Ninja Theory ",ActionGeneralAction AdventureFantasyGeneralFantasyLinear
"Papers, Please","

                                                        PC
                                                    
",85,"
8.5
","
Lucas Pope ",AdventureGeneralGeneral
Mass Effect 3: Citadel,"

                                                        Xbox 360
                                                    
",84,"
8.2
","
BioWare ",Role-PlayingAction RPGAction RPG
Guacamelee!,"

                                                        PlayStation 3
                                                    
",84,"
7.8
","
DrinkBox Studios ",ActionPlatformerPlatformer2D2DMetroidvania
NBA 2K14,"

                                                        PlayStation 3
                                                    
",84,"
5.1
","
Visual Concepts ",SportsTraditionalTeamBasketballSimSim
Mass Effect 3: Citadel,"

                                                        PC
                                                    
",84,"
8.0
","
BioWare ",Role-PlayingAction RPGAction RPG
Assassin's Creed IV: Black Flag,"

                                                        PC
                                                    
",84,"
8.1
","
Ubisoft ",Action AdventureHistoricHistoricOpen-World
Lone Survivor: The Director's Cut,"

                                                        PlayStation 3
                                                    
",84,"
7.8
","
Curve Studios, superflat games ",Action AdventureHorrorHorrorSurvival
Etrian Odyssey IV: Legends of the Titan,"

                                                        3DS
                                                    
",84,"
8.3
","
Atlus ",Role-PlayingFirst-PersonFirst-PersonGeneralWestern-Style
Resogun,"

                                                        PlayStation 4
                                                    
",84,"
7.7
","
Housemarque, XDEV ",ShooterScrollingActionShooterScrollingShoot-'Em-UpHorizontal
Mutant Mudds Deluxe,"

                                                        Wii U
                                                    
",84,"
7.5
","
Renegade Kid ",ActionPlatformerPlatformer2D2D
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,"

                                                        Wii U
                                                    
",84,"
7.8
","
Gaijin Games ",ActionMiscellaneousRhythmMusicMusic
FIFA 14,"

                                                        Xbox 360
                                                    
",84,"
4.3
","
EA Canada ",Ice HockeySimSportsTraditionalTeamSoccerSimSim
PixelJunk Monsters: Ultimate HD,"

                                                        PlayStation Vita
                                                    
",84,"
7.5
","
Double Eleven ",StrategyReal-TimeFantasyFantasyDefense
Tom Clancy's Splinter Cell: Blacklist,"

                                                        PlayStation 3
                                                    
",84,"
7.8
","
Ubisoft Toronto ",Action AdventureModernGeneralModern
Trine 2: Complete Story,"

                                                        PlayStation 4
                                                    
",84,"
7.6
","
Frozenbyte, Inc. ",Platformer2DActionPlatformer2D
Dungeons & Dragons: Chronicles of Mystara,"

                                                        PlayStation 3
                                                    
",83,"
6.8
","
Iron Galaxy Studios ",ActionMiscellaneousBeat-'Em-UpCompilationCompilation
Gunpoint,"

                                                        PC
                                                    
",83,"
8.4
","
Tom Francis ",MiscellaneousPuzzleGeneralPuzzleGeneral
Donkey Kong Country Returns 3D,"

                                                        3DS
                                                    
",83,"
8.3
","
Monster Games Inc. ",ActionGeneralPlatformerPlatformer2D2D
Shin Megami Tensei IV,"

                                                        3DS
                                                    
",83,"
7.1
","
Atlus ",Role-PlayingConsole-style RPGConsole-style RPGJapanese-Style
Assassin's Creed IV: Black Flag,"

                                                        PlayStation 4
                                                    
",83,"
7.9
","
Ubisoft ",Action AdventureHistoricHistoricOpen-World
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,"

                                                        PlayStation Vita
                                                    
",83,"
7.1
","
Gaijin Games ",ActionMiscellaneousRhythmMusicMusic
Star Wars Pinball,"

                                                        Wii U
                                                    
",83,"
7.2
","
Zen Studios ",ActionMiscellaneousParlorPinballPinball
Final Fantasy XIV Online: A Realm Reborn,"

                                                        PC
                                                    
",83,"
7.7
","
Square Enix ",Role-PlayingMassively Multiplayer OnlineMassively MultiplayerFantasyFantasy
Magic: Duels of the Planeswalkers 2014,"

                                                        Xbox 360
                                                    
",83,"
5.5
","
Stainless Games ",StrategyMiscellaneousTurn-BasedCard BattleCard Battle
Card Hunter (2013),"

                                                        PC
                                                    
",83,"
7.6
","
Blue Manchu ",StrategyGeneral
LEGO Marvel Super Heroes,"

                                                        PlayStation 4
                                                    
",83,"
7.6
","
TT Games ",Action AdventureFantasyGeneralFantasyOpen-World
Starseed Pilgrim,"

                                                        PC
                                                    
",83,"
6.2
","
Droqen ",SimulationGeneralGeneral
Monaco: What's Yours Is Mine,"

                                                        PC
                                                    
",83,"
7.8
","
Pocketwatch Games ",AdventureGeneralGeneral
Skylanders Swap Force,"

                                                        PlayStation 3
                                                    
",83,"
5.7
","
Vicarious Visions ",ActionPlatformerPlatformer3D3D
Valdis Story: Abyssal City,"

                                                        PC
                                                    
",83,"
7.7
","
Endless Fluff ",ActionPlatformerPlatformer2D2D
CastleStorm,"

                                                        Wii U
                                                    
",83,"
7.8
","
Zen Studios ",StrategyReal-TimeGeneralDefense
Spelunky,"

                                                        PlayStation 3
                                                    
",83,"
7.5
","
Mossmouth, BlitWorks ",ActionPlatformerPlatformer2D2D
Skylanders Swap Force,"

                                                        Xbox 360
                                                    
",83,"
5.8
","
Vicarious Visions ",ActionPlatformerPlatformer3D3D
Ys: Memories of Celceta,"

                                                        PlayStation Vita
                                                    
",82,"
8.7
","
Falcom ",Role-PlayingAction RPGAction RPG
LEGO Marvel Super Heroes,"

                                                        Wii U
                                                    
",82,"
8.0
","
TT Games ",Action AdventureFantasyGeneralFantasyOpen-World
Kentucky Route Zero - Act II,"

                                                        PC
                                                    
",82,"
7.6
","
Cardboard Computer ",AdventureGeneralGeneral
Tom Clancy's Splinter Cell: Blacklist,"

                                                        PC
                                                    
",82,"
7.5
","
Ubisoft Toronto ",Action AdventureModernGeneralModern
LEGO Marvel Super Heroes,"

                                                        PlayStation 3
                                                    
",82,"
7.8
","
TT Games ",Action AdventureFantasyGeneralFantasyOpen-World
The Pinball Arcade,"

                                                        PlayStation 4
                                                    
",82,"
6.7
","
Farsight Studios ",ActionMiscellaneousParlorPinballPinball
Monster Hunter 3 Ultimate,"

                                                        Wii U
                                                    
",82,"
8.3
","
Capcom ",Role-PlayingAction AdventureFantasyAction RPG
Sokobond,"

                                                        PC
                                                    
",82,"
7.7
","
Alan Hazelden & Harry Lee ",MiscellaneousPuzzleActionPuzzleAction
Quell Memento,"

                                                        PlayStation Vita
                                                    
",82,"
7.6
","
Fallen Tree Games ",MiscellaneousPuzzlePuzzleLogicLogic
Antichamber,"

                                                        PC
                                                    
",82,"
8.3
","
Demruth ",MiscellaneousPuzzleGeneralPuzzleGeneral
Darkstalkers Resurrection,"

                                                        Xbox 360
                                                    
",82,"
6.6
","
Iron Galaxy Studios ",ActionMiscellaneousFightingCompilation2D
The Walking Dead: A Telltale Games Series - The Complete First Season,"

                                                        PlayStation Vita
                                                    
",82,"
8.0
","
Telltale Games ",MiscellaneousAdventureCompilationCompilationPoint-and-Click
Gunman Clive,"

                                                        3DS
                                                    
",82,"
7.8
","
Horberg Productions ",ActionGeneralPlatformer2D
SteamWorld Dig,"

                                                        3DS
                                                    
",82,"
8.0
","
Image & Form ",ActionAction AdventurePlatformerGeneralPlatformer2D2D
GRID 2,"

                                                        PlayStation 3
                                                    
",82,"
6.6
","
Codemasters ",DrivingRacingSimulationGT / StreetGT / StreetAutomobile
Dragon's Crown,"

                                                        PlayStation 3
                                                    
",82,"
8.2
","
Vanillaware ",Action RPGActionRole-PlayingBeat-'Em-UpAction RPGBeat-'Em-Up2D
Metal Gear Rising: Revengeance,"

                                                        Xbox 360
                                                    
",82,"
8.1
","
PlatinumGames ",Action AdventureModernGeneralModern
Far Cry 3: Blood Dragon,"

                                                        PlayStation 3
                                                    
",82,"
8.2
","
Ubisoft Montreal ",ActionShooterShooterFirst-PersonModernModernArcade
The Wolf Among Us: Episode 1 - Faith,"

                                                        Xbox 360
                                                    
",82,"
8.1
","
Telltale Games ",Action AdventureAdventureFantasyGeneralFantasyPoint-and-Click
Tom Clancy's Splinter Cell: Blacklist,"

                                                        Xbox 360
                                                    
",82,"
7.6
","
Ubisoft Toronto ",Action AdventureModernGeneralModern
Metro: Last Light,"

                                                        PC
                                                    
",82,"
8.5
","
4A Games ",ActionShooterShooterFirst-PersonSci-FiSci-FiArcade
Rising Storm,"

                                                        PC
                                                    
",82,"
8.4
","
Antimatter Games ",ActionShooterShooterFirst-PersonHistoricArcade
ZEN Pinball 2,"

                                                        PlayStation 4
                                                    
",82,"
7.0
","
Zen Studios ",ActionMiscellaneousParlorPinball
Saints Row IV,"

                                                        Xbox 360
                                                    
",81,"
6.6
","
Volition Inc. ",Action AdventureModernModernOpen-World
Injustice: Gods Among Us,"

                                                        Xbox 360
                                                    
",81,"
7.9
","
NetherRealm Studios ",ActionFightingFighting2D2D
Battlefield 4,"

                                                        PC
                                                    
",81,"
6.2
","
EA DICE ",ActionShooterShooterFirst-PersonModernModernArcade
NHL 14,"

                                                        Xbox 360
                                                    
",81,"
6.1
","
Electronic Arts ",SportsTraditionalTeamIce HockeySimSim
War Thunder,"

                                                        PC
                                                    
",81,"
5.7
","
Gaijin Entertainment ",ActionSimulationFlightFlightVehicleCombat
Phoenix Wright: Ace Attorney - Dual Destinies,"

                                                        3DS
                                                    
",81,"
8.1
","
Capcom ",AdventureGeneralGeneralVisual Novel
Kentucky Route Zero - Act I,"

                                                        PC
                                                    
",81,"
7.5
","
Cardboard Computer ",AdventureGeneralGeneral
Lone Survivor: The Director's Cut,"

                                                        PlayStation Vita
                                                    
",81,"
8.0
","
Curve Studios, superflat games ",Action AdventureHorrorHorrorSurvival
Dishonored: The Brigmore Witches,"

                                                        Xbox 360
                                                    
",81,"
7.8
","
Arkane Studios ",Action AdventureModernGeneralModern
Castlevania: Lords of Shadow - Ultimate Edition,"

                                                        PC
                                                    
",81,"
7.5
","
Mercury Steam ",Action AdventureFantasyGeneralFantasy
Mario & Luigi: Dream Team,"

                                                        3DS
                                                    
",81,"
8.2
","
Alphadream Corporation ",Role-PlayingConsole-style RPGConsole-style RPGJapanese-Style
Victoria II: Heart of Darkness,"

                                                        PC
                                                    
",81,"
8.7
","
Paradox Development Studio ",StrategyReal-TimeHistoricGeneral
Terraria,"

                                                        PlayStation 3
                                                    
",81,"
8.1
","
Engine Software ",ActionAction AdventurePlatformerPlatformerSandbox2D2D
Gran Turismo 6,"

                                                        PlayStation 3
                                                    
",81,"
7.9
","
Polyphony Digital ",DrivingRacingSimulationGT / StreetGT / StreetAutomobile
Skulls of the Shogun,"

                                                        Xbox 360
                                                    
",81,"
8.0
","
17 Bit, 17-Bit ",StrategyTurn-BasedFantasyGeneralFantasyTactics
Far Cry 3: Blood Dragon,"

                                                        PC
                                                    
",81,"
8.1
","
Ubisoft Montreal ",ActionShooterShooterFirst-PersonModernModernArcade
Terraria,"

                                                        Xbox 360
                                                    
",81,"
7.2
","
Engine Software ",ActionAction AdventurePlatformerPlatformerSandbox2D2D
Pool Nation,"

                                                        PlayStation 3
                                                    
",81,"
7.7
","
Cherry Pop Games ",SportsMiscellaneousParlorIndividualBilliardsBilliards
Monaco: What's Yours Is Mine,"

                                                        Xbox 360
                                                    
",81,"
7.4
","
Pocketwatch Games ",AdventureGeneralGeneral
Mortal Kombat Komplete Edition,"

                                                        PC
                                                    
",81,"
8.7
","
High Voltage Software, NetherRealm Studios ",ActionMiscellaneousFightingFightingCompilation2D2D
Madden NFL 25,"

                                                        Xbox 360
                                                    
",80,"
5.6
","
EA Sports ",SportsTraditionalTeamFootballArcadeArcadeSim
LEGO Marvel Super Heroes,"

                                                        Xbox 360
                                                    
",80,"
7.9
","
TT Games ",Action AdventureFantasyGeneralFantasyOpen-World
GRID 2,"

                                                        PC
                                                    
",80,"
5.9
","
Codemasters ",DrivingRacingSimulationGT / StreetGT / StreetAutomobile
Battlefield 4,"

                                                        PlayStation 3
                                                    
",80,"
5.9
","
EA DICE ",ActionShooterShooterFirst-PersonModernModernArcade
Far Cry 3: Blood Dragon,"

                                                        Xbox 360
                                                    
",80,"
8.4
","
Ubisoft Montreal ",ActionShooterShooterFirst-PersonModernModernArcade
Etrian Odyssey Untold: The Millennium Girl,"

                                                        3DS
                                                    
",80,"
8.2
","
Atlus ",Role-PlayingFirst-PersonFirst-PersonWestern-Style
Metro: Last Light,"

                                                        PlayStation 3
                                                    
",80,"
8.1
","
4A Games ",ActionShooterShooterFirst-PersonSci-FiSci-FiArcade
Outlast,"

                                                        PC
                                                    
",80,"
8.3
","
Red Barrels ",HorrorAction AdventureHorrorSurvival
Dishonored: The Brigmore Witches,"

                                                        PC
                                                    
",80,"
8.7
","
Arkane Studios ",Action AdventureModernGeneralModern
Injustice: Gods Among Us - Ultimate Edition,"

                                                        PlayStation 4
                                                    
",80,"
7.2
","
NetherRealm Studios ",ActionFightingFighting2D2D
God of War: Ascension,"

                                                        PlayStation 3
                                                    
",80,"
7.7
","
SCE Santa Monica ",Action AdventureFantasyFantasyLinear
Darkstalkers Resurrection,"

                                                        PlayStation 3
                                                    
",80,"
7.4
","
Iron Galaxy Studios ",ActionMiscellaneousFightingCompilation2D
Goodbye Deponia,"

                                                        PC
                                                    
",80,"
7.9
","
Daedalic Entertainment ",AdventureGeneralGeneral
Puppeteer,"

                                                        PlayStation 3
                                                    
",80,"
8.3
","
SCE Japan Studio ",ActionPlatformerPlatformer3D2D3D
Brutal Legend,"

                                                        PC
                                                    
",80,"
7.8
","
Double Fine Productions ",ActionGeneralFantasyGeneralFantasyAction AdventureOpen-World
Dishonored: The Knife of Dunwall,"

                                                        PC
                                                    
",80,"
8.4
","
Arkane Studios ",Action AdventureModernGeneralModern
The Walking Dead: 400 Days,"

                                                        Xbox 360
                                                    
",80,"
7.7
","
Telltale Games ",ActionMiscellaneousAdventureGeneralCompilationPoint-and-Click
Company of Heroes 2,"

                                                        PC
                                                    
",80,"
2.2
","
Relic, Relic Entertainment ",StrategyReal-TimeHistoricGeneralHistoric
The Sims 3: Into the Future,"

                                                        PC
                                                    
",80,"
5.6
","
Maxis ",SimulationMiscellaneousVirtual LifeVirtualVirtual Life
NHL 14,"

                                                        PlayStation 3
                                                    
",80,"
6.1
","
Electronic Arts ",SportsTraditionalTeamIce HockeySimSim
Need for Speed: Rivals,"

                                                        PlayStation 4
                                                    
",80,"
6.2
","
Ghost Games ",DrivingRacingSimulationGT / StreetGT / StreetAutomobile
Magic: Duels of the Planeswalkers 2014,"

                                                        PlayStation 3
                                                    
",80,"
5.8
","
Stainless Games ",StrategyMiscellaneousTurn-BasedCard BattleCard Battle
Grand Theft Auto Online,"

                                                        Xbox 360
                                                    
",80,"
5.7
","
Rockstar North ",Action AdventureModernModernOpen-World
Dragon's Dogma: Dark Arisen,"

                                                        PlayStation 3
                                                    
",80,"
8.1
","
Capcom ",Role-PlayingAction RPGAction RPG
Fallen Enchantress: Legendary Heroes,"

                                                        PC
                                                    
",80,"
7.7
","
Stardock ",StrategyTurn-BasedFantasyGeneral4X
Metal Gear Rising: Revengeance,"

                                                        PlayStation 3
                                                    
",80,"
8.1
","
PlatinumGames ",Action AdventureModernGeneralModern
Metro: Last Light,"

                                                        Xbox 360
                                                    
",80,"
8.3
","
4A Games ",ActionShooterShooterFirst-PersonSci-FiSci-FiArcade
LEGO City Undercover,"

                                                        Wii U
                                                    
",80,"
8.2
","
TT Games ",Action AdventureFantasyGeneralFantasyOpen-World
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,"

                                                        PC
                                                    
",80,"
8.1
","
CyberConnect2 ",ActionFightingFighting3D3D
Proteus,"

                                                        PC
                                                    
",80,"
5.6
","
Ed Key and David Kanaga ",AdventureGeneralGeneral3DFirst-PersonFantasy
